Unnamed: 0.1,시즌(년도)_x,소속,라운드,상대팀_x,No._x,선수명,포지션,등번호,출전시간(분),득점,도움,슈팅,유효슈팅,블락된슈팅,벗어난슈팅,PA내슈팅,PA외슈팅,오프사이드,프리킥,코너킥,스로인,드리블시도,드리블성공,드리블성공%,패스시도,패스성공,패스성공%,키패스,전방패스시도,전방패스성공,전방패스성공%,후방패스시도,후방패스성공,후방패스성공%,횡패스시도,횡패스성공,횡패스성공%,공격진영패스시도,공격진영패스성공,공격진영패스성공%,수비진영패스시도,수비진영패스성공,수비진영패스성공%,중앙진영패스시도,중앙진영패스성공,중앙진영패스성공%,롱패스시도,롱패스성공,롱패스성공%,중거리패스시도,중거리패스성공,중거리패스성공%,단거리패스시도,단거리패스성공,단거리패스성공%,크로스시도,크로스성공,크로스성공%,탈압박,지상경합시도,지상경합성공,지상경합성공%,공중경합시도,공중경합성공,공중경합성공%,태클시도,태클성공,태클성공%,클리어링,인터셉트,차단,획득,블락,볼미스,파울,피파울,경고,퇴장,시즌(년도)_y,상대팀_y,No._y,주발,포지션 상세,정발여부
1,2022,울산,1R,김천(H),2,김영권,DF,19,95,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,74,68,92,0,43,38,88,4,4,100.0,27,26,96.3,5,5,100.0,18,16,88.9,51,47,92.2,9,6,66.7,38,36,94.7,27,26,96.3,0,0,0.0,0,3,3,100.0,5,2,40.0,1,0,0.0,6,7,3,7,0,0,1,1,1,0,2022,김천(H),2,left,CB1,정발
2,2022,울산,1R,김천(H),3,김태환,DF,23,95,0,0,0,0,0,0,0,0,0,3,0,9,4,3,75,54,50,93,2,15,12,80,17,17,100.0,22,21,95.4,24,23,95.8,10,9,90.0,20,18,90.0,3,3,100.0,13,11,84.6,38,36,94.7,11,3,27.3,2,0,0,0.0,0,0,0.0,0,0,0.0,3,6,3,9,4,2,1,1,0,0,2022,김천(H),3,right,RB,정발
3,2022,울산,1R,김천(H),4,임종은,DF,5,95,0,0,2,0,1,1,1,1,0,0,0,0,1,1,100,61,55,90,0,25,20,80,9,9,100.0,27,26,96.3,1,1,100.0,23,21,91.3,37,33,89.2,7,5,71.4,28,26,92.9,26,24,92.3,0,0,0.0,0,1,1,100.0,3,2,66.7,0,0,0.0,9,4,1,7,1,0,1,0,0,0,2022,김천(H),4,right,CB2,정발
4,2022,울산,1R,김천(H),5,설영우,DF,66,95,0,0,3,0,1,2,1,2,0,2,0,6,0,0,0,70,66,94,2,27,23,85,22,22,100.0,21,21,100.0,22,22,100.0,7,5,71.4,41,39,95.1,4,3,75.0,16,15,93.8,50,48,96.0,2,0,0.0,0,2,1,50.0,1,1,100.0,1,1,100.0,2,4,2,5,4,1,1,1,0,0,2022,김천(H),5,right,LB,정발x
19,2022,울산,2R,성남(A),2,김태환,DF,23,94,0,0,0,0,0,0,0,0,0,4,0,8,1,1,100,73,61,84,0,21,12,57,26,25,96.2,26,24,92.3,27,24,88.9,13,10,76.9,33,27,81.8,8,3,37.5,22,19,86.4,43,39,90.7,7,0,0.0,0,1,0,0.0,1,1,100.0,2,0,0.0,1,2,1,5,0,0,0,0,0,0,2022,성남(A),2,right,RB,정발
20,2022,울산,2R,성남(A),3,임종은,DF,5,94,0,0,1,1,0,0,1,0,0,3,0,0,0,0,0,71,67,94,0,35,31,89,7,7,100.0,29,29,100.0,0,0,0.0,34,33,97.1,37,34,91.9,13,11,84.6,36,34,94.4,22,22,100.0,0,0,0.0,0,2,1,50.0,4,3,75.0,2,2,100.0,6,9,3,1,2,0,1,1,0,0,2022,성남(A),3,right,CB2,정발
21,2022,울산,2R,성남(A),4,김영권,DF,19,94,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,69,64,93,0,29,24,83,14,14,100.0,26,26,100.0,0,0,0.0,35,32,91.4,34,32,94.1,5,3,60.0,28,27,96.4,36,34,94.4,0,0,0.0,0,2,1,50.0,4,3,75.0,0,0,0.0,6,6,1,1,2,1,0,0,0,0,2022,성남(A),4,left,CB1,정발
22,2022,울산,2R,성남(A),5,설영우,DF,66,94,0,0,1,0,0,1,1,0,0,3,0,6,0,0,0,72,67,93,0,16,14,88,27,26,96.3,29,27,93.1,21,20,95.2,9,8,88.9,42,39,92.9,5,3,60.0,15,15,100.0,52,49,94.2,4,0,0.0,0,0,0,0.0,4,4,100.0,0,0,0.0,1,1,2,6,0,0,0,3,0,0,2022,성남(A),5,right,LB,정발x
37,2022,울산,3R,수원FC(H),2,김태환,DF,23,94,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,76,68,89,1,15,9,60,36,36,100.0,25,23,92.0,37,31,83.8,5,5,100.0,34,32,94.1,3,1,33.3,17,15,88.2,56,52,92.9,5,1,20.0,2,0,0,0.0,1,0,0.0,0,0,0.0,2,3,2,7,2,0,1,0,0,0,2022,수원FC(H),2,right,RB,정발
38,2022,울산,3R,수원FC(H),3,김기희,DF,44,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75,70,93,1,29,25,86,0,0,0.0,46,45,97.8,3,2,66.7,11,11,100.0,61,57,93.4,6,2,33.3,36,36,100.0,33,32,97.0,1,0,0.0,0,3,2,66.7,10,8,80.0,0,0,0.0,13,3,3,2,0,0,0,0,0,0,2022,수원FC(H),3,right,CB2,정발
39,2022,울산,3R,수원FC(H),4,김영권,DF,19,94,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,90,80,89,0,46,38,83,6,4,66.7,38,38,100.0,5,4,80.0,11,8,72.7,74,68,91.9,7,4,57.1,38,33,86.8,45,43,95.6,0,0,0.0,0,1,0,0.0,4,2,50.0,1,0,0.0,3,8,0,4,1,0,0,0,0,0,2022,수원FC(H),4,left,CB1,정발
40,2022,울산,3R,수원FC(H),5,설영우,DF,66,94,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,87,79,91,1,24,20,83,27,26,96.3,36,33,91.7,27,25,92.6,12,9,75.0,48,45,93.8,8,7,87.5,20,17,85.0,59,55,93.2,2,1,50.0,0,3,2,66.7,3,2,66.7,2,1,50.0,2,5,1,7,3,1,1,0,0,0,2022,수원FC(H),5,right,LB,정발x
55,2022,울산,4R,전북(A),2,설영우,DF,66,97,0,1,0,0,0,0,0,0,1,0,0,10,1,1,100,71,63,89,1,31,23,74,20,20,100.0,20,20,100.0,11,11,100.0,16,10,62.5,44,42,95.4,8,6,75.0,13,10,76.9,50,47,94.0,0,0,0.0,1,6,3,50.0,1,1,100.0,2,2,100.0,11,4,4,5,3,1,0,1,0,0,2022,전북(A),2,right,LB,정발x
56,2022,울산,4R,전북(A),3,김기희,DF,44,97,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,55,50,91,0,29,24,83,5,5,100.0,21,21,100.0,2,2,100.0,27,25,92.6,26,23,88.5,11,6,54.6,25,25,100.0,19,19,100.0,0,0,0.0,0,1,1,100.0,9,4,44.4,0,0,0.0,5,7,2,1,1,0,1,1,0,0,2022,전북(A),3,right,CB2,정발
57,2022,울산,4R,전북(A),4,김영권,DF,19,97,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,72,65,90,0,34,28,82,10,10,100.0,28,27,96.4,0,0,0.0,34,31,91.2,38,34,89.5,9,5,55.6,41,40,97.6,22,20,90.9,0,0,0.0,0,4,3,75.0,1,1,100.0,2,0,0.0,3,7,3,3,1,0,1,1,0,0,2022,전북(A),4,left,CB1,정발
58,2022,울산,4R,전북(A),5,김태환,DF,23,97,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,62,47,76,1,28,15,54,18,18,100.0,16,14,87.5,17,15,88.2,10,9,90.0,35,23,65.7,11,3,27.3,14,12,85.7,37,32,86.5,1,0,0.0,2,3,3,100.0,0,0,0.0,1,0,0.0,3,2,0,6,4,0,0,1,0,0,2022,전북(A),5,right,RB,정발
73,2022,울산,5R,서울(H),2,김영권,DF,19,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,91,94,0,37,31,84,10,10,100.0,50,50,100.0,3,3,100.0,30,28,93.3,64,60,93.8,8,4,50.0,52,51,98.1,37,36,97.3,0,0,0.0,0,3,2,66.7,2,2,100.0,2,1,50.0,2,2,6,8,1,1,0,0,0,0,2022,서울(H),2,left,CB1,정발
74,2022,울산,5R,서울(H),3,김태환,DF,23,99,0,0,0,0,0,0,0,0,0,1,0,6,2,0,0,54,40,74,0,19,7,37,24,24,100.0,11,9,81.8,18,15,83.3,7,5,71.4,29,20,69.0,4,1,25.0,15,10,66.7,35,29,82.9,2,0,0.0,1,1,1,100.0,1,0,0.0,2,1,50.0,1,5,0,5,1,2,0,1,0,0,2022,서울(H),3,right,RB,정발
75,2022,울산,5R,서울(H),4,설영우,DF,66,99,0,0,3,1,2,0,0,3,2,1,0,6,1,1,100,47,46,98,0,10,10,100,19,18,94.7,18,18,100.0,12,12,100.0,10,10,100.0,25,24,96.0,5,5,100.0,12,11,91.7,30,30,100.0,2,0,0.0,1,2,0,0.0,0,0,0.0,2,0,0.0,1,4,0,5,0,0,2,3,0,0,2022,서울(H),4,right,LB,정발x
76,2022,울산,5R,서울(H),5,김기희,DF,44,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,100,0,1,1,100,0,0,0.0,2,2,100.0,0,0,0.0,2,2,100.0,1,1,100.0,1,1,100.0,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,2022,서울(H),5,right,CB2,정발
91,2022,울산,6R,포항(H),2,임종은,DF,5,94,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,68,65,96,0,32,29,91,2,2,100.0,34,34,100.0,0,0,0.0,33,31,93.9,35,34,97.1,6,4,66.7,34,33,97.1,28,28,100.0,0,0,0.0,0,0,0,0.0,3,3,100.0,0,0,0.0,4,4,0,1,1,0,0,1,0,0,2022,포항(H),2,right,CB1,정발x
92,2022,울산,6R,포항(H),3,이명재,DF,13,94,0,0,1,0,1,0,0,1,0,1,0,0,1,1,100,40,32,80,0,16,12,75,9,8,88.9,15,12,80.0,0,0,0.0,20,17,85.0,20,15,75.0,5,2,40.0,16,15,93.8,19,15,79.0,0,0,0.0,0,2,1,50.0,2,1,50.0,1,1,100.0,5,6,3,3,2,1,0,0,0,0,2022,포항(H),3,left,LB,정발
93,2022,울산,6R,포항(H),4,박용우,DF,6,94,0,0,2,1,0,1,2,0,0,1,0,0,2,1,50,56,51,91,0,19,16,84,21,21,100.0,16,14,87.5,6,4,66.7,16,15,93.8,34,32,94.1,0,0,0.0,10,10,100.0,46,41,89.1,0,0,0.0,1,2,1,50.0,6,5,83.3,2,2,100.0,6,2,0,7,0,1,1,0,0,0,2022,포항(H),4,right,CB2,정발
94,2022,울산,6R,포항(H),5,설영우,DF,66,94,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,84,75,89,0,45,36,80,15,15,100.0,24,24,100.0,5,4,80.0,21,21,100.0,58,50,86.2,16,10,62.5,29,27,93.1,39,38,97.4,0,0,0.0,1,2,1,50.0,0,0,0.0,2,1,50.0,6,4,3,2,0,0,1,1,0,0,2022,포항(H),5,right,RB,정발
109,2022,울산,7R,인천(A),2,이명재,DF,13,94,0,0,2,0,1,1,0,2,0,1,0,11,3,1,33,71,59,83,0,28,18,64,27,27,100.0,16,14,87.5,13,12,92.3,16,11,68.8,42,36,85.7,11,4,36.4,21,18,85.7,39,37,94.9,6,1,16.7,0,4,3,75.0,3,2,66.7,3,2,66.7,2,4,2,7,1,1,1,0,0,0,2022,인천(A),2,left,LB,정발
110,2022,울산,7R,인천(A),3,설영우,DF,66,94,0,0,2,0,2,0,2,0,0,4,0,6,1,1,100,106,92,87,0,43,30,70,34,34,100.0,29,28,96.6,8,7,87.5,25,22,88.0,73,63,86.3,13,9,69.2,42,37,88.1,51,46,90.2,2,0,0.0,2,1,1,100.0,2,2,100.0,5,3,60.0,3,9,1,7,3,0,0,5,0,0,2022,인천(A),3,right,CB2,정발
111,2022,울산,7R,인천(A),4,임종은,DF,5,94,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,99,92,93,0,40,34,85,11,11,100.0,48,47,97.9,0,0,0.0,40,36,90.0,59,56,94.9,11,6,54.6,57,55,96.5,31,31,100.0,0,0,0.0,0,2,0,0.0,4,4,100.0,0,0,0.0,6,8,0,3,2,0,0,1,0,0,2022,인천(A),4,right,CB1,정발x
112,2022,울산,7R,인천(A),5,오인표,DF,25,46,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,32,23,72,0,13,6,46,11,11,100.0,8,6,75.0,2,1,50.0,5,4,80.0,25,18,72.0,1,0,0.0,12,8,66.7,19,15,79.0,0,0,0.0,1,2,1,50.0,2,2,100.0,1,1,100.0,0,3,0,0,0,0,0,1,0,0,2022,인천(A),5,,RB,정발x
127,2022,울산,8R,제주(A),2,설영우,DF,66,98,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,48,43,90,0,14,9,64,14,14,100.0,20,20,100.0,9,8,88.9,19,17,89.5,20,18,90.0,3,3,100.0,17,15,88.2,28,25,89.3,0,0,0.0,0,1,1,100.0,3,2,66.7,1,1,100.0,2,6,2,2,7,0,3,0,0,0,2022,제주(A),2,right,LB,정발x
128,2022,울산,8R,제주(A),3,김태환,DF,23,98,0,0,0,0,0,0,0,0,0,2,0,6,2,1,50,52,39,75,0,19,7,37,17,16,94.1,16,16,100.0,5,4,80.0,20,14,70.0,27,21,77.8,4,2,50.0,16,12,75.0,32,25,78.1,1,0,0.0,1,1,1,100.0,3,1,33.3,1,1,100.0,6,4,0,5,3,1,0,0,0,0,2022,제주(A),3,right,RB,정발
129,2022,울산,8R,제주(A),4,임종은,DF,5,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67,58,87,0,34,25,74,11,11,100.0,22,22,100.0,0,0,0.0,48,40,83.3,19,18,94.7,8,2,25.0,37,34,91.9,22,22,100.0,0,0,0.0,0,3,1,33.3,4,3,75.0,0,0,0.0,13,3,1,2,0,0,0,0,0,0,2022,제주(A),4,right,CB2,정발
130,2022,울산,8R,제주(A),5,김영권,DF,19,44,0,0,0,0,0,0,0,0,0,4,0,0,1,1,100,39,38,97,0,19,18,95,3,3,100.0,17,17,100.0,0,0,0.0,16,15,93.8,23,23,100.0,2,1,50.0,19,19,100.0,18,18,100.0,0,0,0.0,1,2,2,100.0,1,1,100.0,2,1,50.0,2,2,1,0,0,0,1,0,0,1,2022,제주(A),5,left,CB1,정발
145,2022,울산,9R,대구(H),2,김영권,DF,19,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75,69,92,0,40,35,88,5,4,80.0,30,30,100.0,3,0,0.0,20,17,85.0,52,52,100.0,15,12,80.0,32,31,96.9,28,26,92.9,0,0,0.0,0,0,0,0.0,3,2,66.7,1,0,0.0,10,9,1,3,0,0,0,1,0,0,2022,대구(H),2,left,CB1,정발
146,2022,울산,9R,대구(H),3,임종은,DF,5,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67,63,94,0,44,42,96,3,3,100.0,20,18,90.0,1,0,0.0,25,23,92.0,41,40,97.6,11,10,90.9,26,25,96.2,30,28,93.3,1,0,0.0,0,0,0,0.0,5,3,60.0,1,1,100.0,7,6,0,2,2,0,0,0,0,0,2022,대구(H),3,right,CB2,정발
147,2022,울산,9R,대구(H),4,설영우,DF,66,95,0,0,2,0,0,2,1,1,0,2,0,11,0,0,0,82,72,88,0,28,22,79,21,21,100.0,33,29,87.9,18,17,94.4,18,12,66.7,46,43,93.5,3,2,66.7,32,28,87.5,47,42,89.4,1,0,0.0,0,2,0,0.0,2,1,50.0,3,0,0.0,1,4,3,8,1,3,1,6,0,0,2022,대구(H),4,right,LB,정발x
148,2022,울산,9R,대구(H),5,김태환,DF,23,95,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,72,64,89,0,22,18,82,22,21,95.4,28,25,89.3,30,27,90.0,8,7,87.5,34,30,88.2,4,3,75.0,17,14,82.4,51,47,92.2,6,0,0.0,1,3,1,33.3,1,1,100.0,1,0,0.0,3,3,3,6,1,0,0,0,0,0,2022,대구(H),5,right,RB,정발
163,2022,울산,10R,수원(A),2,원두재,DF,16,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,89,78,88,0,44,34,77,10,10,100.0,35,34,97.1,0,0,0.0,31,27,87.1,58,51,87.9,18,10,55.6,33,32,97.0,38,36,94.7,0,0,0.0,0,4,1,25.0,3,1,33.3,0,0,0.0,0,5,1,1,2,0,0,0,0,0,2022,수원(A),2,right,CB2,정발
164,2022,울산,10R,수원(A),3,이명재,DF,13,98,0,0,0,0,0,0,0,0,0,1,0,9,3,1,33,44,38,86,0,10,5,50,18,17,94.4,16,16,100.0,8,8,100.0,13,9,69.2,23,21,91.3,5,2,40.0,10,9,90.0,29,27,93.1,4,0,0.0,0,0,0,0.0,4,2,50.0,0,0,0.0,6,4,1,2,1,0,0,0,0,0,2022,수원(A),3,left,LB,정발
165,2022,울산,10R,수원(A),4,김태환,DF,23,98,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,54,46,85,0,17,9,53,21,21,100.0,16,16,100.0,17,16,94.1,13,10,76.9,24,20,83.3,5,4,80.0,22,18,81.8,27,24,88.9,1,0,0.0,0,3,3,100.0,0,0,0.0,1,0,0.0,0,2,2,1,0,0,1,1,1,0,2022,수원(A),4,right,RB,정발
166,2022,울산,10R,수원(A),5,김영권,DF,19,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,76,73,96,0,33,31,94,14,14,100.0,29,28,96.6,2,2,100.0,24,23,95.8,50,48,96.0,11,8,72.7,39,39,100.0,26,26,100.0,0,0,0.0,0,0,0,0.0,3,2,66.7,2,1,50.0,3,2,0,2,1,1,1,0,0,0,2022,수원(A),5,left,CB1,정발
181,2022,울산,11R,강원(A),2,김태환,DF,23,95,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,81,70,86,0,28,18,64,24,24,100.0,29,28,96.6,25,23,92.0,14,11,78.6,42,36,85.7,8,3,37.5,24,20,83.3,49,47,95.9,2,0,0.0,0,3,3,100.0,0,0,0.0,2,1,50.0,1,4,3,3,1,0,0,1,0,0,2022,강원(A),2,right,RB,정발
182,2022,울산,11R,강원(A),3,설영우,DF,66,95,0,1,2,0,0,2,1,1,1,1,0,6,1,0,0,71,63,89,2,28,23,82,18,18,100.0,25,22,88.0,16,14,87.5,15,12,80.0,40,37,92.5,2,2,100.0,21,16,76.2,48,45,93.8,4,1,25.0,0,3,2,66.7,4,3,75.0,4,1,25.0,4,3,2,9,2,0,1,2,0,0,2022,강원(A),3,right,LB,정발x
183,2022,울산,11R,강원(A),4,김영권,DF,19,71,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67,63,94,0,39,35,90,4,4,100.0,24,24,100.0,2,2,100.0,27,24,88.9,38,37,97.4,8,5,62.5,28,28,100.0,31,30,96.8,0,0,0.0,0,1,1,100.0,7,4,57.1,2,0,0.0,4,9,2,5,2,0,0,0,0,0,2022,강원(A),4,left,CB1,정발
184,2022,울산,11R,강원(A),5,원두재,DF,16,95,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,78,70,90,0,43,36,84,11,11,100.0,24,23,95.8,0,0,0.0,30,26,86.7,48,44,91.7,9,6,66.7,35,33,94.3,34,31,91.2,0,0,0.0,0,6,5,83.3,11,10,90.9,2,1,50.0,7,8,4,4,5,0,1,0,0,0,2022,강원(A),5,right,CB2,정발
199,2022,울산,12R,인천(H),2,김영권,DF,19,96,0,0,1,0,0,1,1,0,0,4,0,0,0,0,0,108,102,94,1,53,48,91,11,11,100.0,44,43,97.7,8,8,100.0,33,30,90.9,67,64,95.5,19,15,79.0,44,42,95.4,45,45,100.0,0,0,0.0,1,5,4,80.0,4,3,75.0,3,2,66.7,1,5,2,5,2,0,1,1,0,0,2022,인천(H),2,left,CB1,정발
200,2022,울산,12R,인천(H),3,원두재,DF,16,96,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,100,88,88,0,43,32,74,12,12,100.0,45,44,97.8,4,3,75.0,25,21,84.0,71,64,90.1,19,11,57.9,47,46,97.9,34,31,91.2,1,0,0.0,0,1,0,0.0,9,7,77.8,4,1,25.0,5,5,1,9,1,0,0,0,0,0,2022,인천(H),3,right,CB2,정발
201,2022,울산,12R,인천(H),4,김태환,DF,23,96,0,0,1,0,1,0,0,1,0,1,0,11,2,1,50,72,65,90,2,13,7,54,25,25,100.0,34,33,97.1,31,27,87.1,8,8,100.0,33,30,90.9,6,5,83.3,21,17,81.0,45,43,95.6,13,2,15.4,0,2,0,0.0,0,0,0.0,3,1,33.3,1,4,0,11,1,0,0,1,1,0,2022,인천(H),4,right,RB,정발
202,2022,울산,12R,인천(H),5,설영우,DF,66,96,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,70,68,97,0,15,14,93,36,36,100.0,19,18,94.7,22,22,100.0,9,9,100.0,39,37,94.9,3,2,66.7,16,16,100.0,51,50,98.0,4,1,25.0,0,2,1,50.0,0,0,0.0,4,3,75.0,3,3,2,4,3,0,1,1,0,0,2022,인천(H),5,right,LB,정발x
217,2022,울산,13R,제주(H),2,설영우,DF,66,97,0,0,3,0,1,2,0,3,0,1,0,3,0,0,0,75,66,88,0,33,25,76,20,20,100.0,22,21,95.4,17,14,82.4,17,15,88.2,41,37,90.2,7,6,85.7,19,13,68.4,49,47,95.9,2,0,0.0,0,2,1,50.0,4,4,100.0,4,3,75.0,0,9,1,14,3,1,0,1,0,0,2022,제주(H),2,right,LB,정발x
218,2022,울산,13R,제주(H),3,원두재,DF,16,97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,87,78,90,0,44,35,80,10,10,100.0,33,33,100.0,3,3,100.0,29,25,86.2,55,50,90.9,13,8,61.5,43,42,97.7,31,28,90.3,0,0,0.0,1,1,0,0.0,6,2,33.3,1,0,0.0,5,6,1,6,4,0,0,0,0,0,2022,제주(H),3,right,CB2,정발
219,2022,울산,13R,제주(H),4,김영권,DF,19,97,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,91,89,98,1,40,38,95,8,8,100.0,43,43,100.0,2,2,100.0,30,29,96.7,59,58,98.3,11,10,90.9,43,42,97.7,37,37,100.0,0,0,0.0,0,3,0,0.0,0,0,0.0,1,0,0.0,4,2,2,3,1,0,0,0,0,0,2022,제주(H),4,left,CB1,정발
220,2022,울산,13R,제주(H),5,김태환,DF,23,97,0,0,0,0,0,0,0,0,0,0,0,11,2,2,100,73,66,90,1,27,21,78,27,27,100.0,19,18,94.7,27,23,85.2,11,10,90.9,35,33,94.3,5,3,60.0,21,20,95.2,47,43,91.5,7,4,57.1,0,4,2,50.0,0,0,0.0,6,4,66.7,0,1,1,7,1,0,1,1,0,0,2022,제주(H),5,right,RB,정발
235,2022,울산,14R,김천(A),2,김영권,DF,19,94,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,50,44,88,0,35,30,86,4,3,75.0,11,11,100.0,0,0,0.0,21,18,85.7,29,26,89.7,9,7,77.8,19,18,94.7,22,19,86.4,0,0,0.0,0,3,2,66.7,1,1,100.0,0,0,0.0,6,7,2,2,0,1,1,1,0,0,2022,김천(A),2,left,CB1,정발
236,2022,울산,14R,김천(A),3,김태환,DF,23,94,0,0,1,1,0,0,1,0,0,2,0,9,1,0,0,56,53,95,0,20,17,85,21,21,100.0,15,15,100.0,10,9,90.0,13,13,100.0,33,31,93.9,3,2,66.7,12,12,100.0,41,39,95.1,0,0,0.0,2,5,1,20.0,1,0,0.0,5,2,40.0,1,4,1,3,3,0,3,1,0,0,2022,김천(A),3,right,RB,정발
237,2022,울산,14R,김천(A),4,박용우,DF,6,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60,48,80,0,34,23,68,5,5,100.0,21,20,95.2,0,0,0.0,25,19,76.0,35,29,82.9,16,8,50.0,22,20,90.9,22,20,90.9,0,0,0.0,0,5,3,60.0,5,3,60.0,1,1,100.0,6,2,3,4,5,0,1,0,0,0,2022,김천(A),4,right,CB2,정발
238,2022,울산,14R,김천(A),5,이명재,DF,13,94,0,0,0,0,0,0,0,0,0,0,0,12,1,1,100,54,44,81,0,31,22,71,16,16,100.0,7,6,85.7,8,8,100.0,18,14,77.8,28,22,78.6,10,5,50.0,12,11,91.7,32,28,87.5,4,0,0.0,0,3,3,100.0,3,1,33.3,4,4,100.0,2,3,4,4,1,0,0,0,1,0,2022,김천(A),5,left,LB,정발
253,2022,울산,15R,수원FC(A),2,임종은,DF,5,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,57,95,0,23,21,91,6,6,100.0,31,30,96.8,1,1,100.0,11,10,90.9,48,46,95.8,7,5,71.4,39,38,97.4,14,14,100.0,0,0,0.0,0,4,2,50.0,11,4,36.4,1,1,100.0,4,4,2,1,3,0,0,1,0,0,2022,수원FC(A),2,right,CB2,정발
254,2022,울산,15R,수원FC(A),3,설영우,DF,66,97,0,0,1,0,0,1,0,1,0,1,0,2,0,0,0,78,73,94,0,25,24,96,35,34,97.1,18,15,83.3,28,24,85.7,17,16,94.1,33,33,100.0,1,1,100.0,28,26,92.9,49,46,93.9,5,0,0.0,0,3,1,33.3,2,1,50.0,4,1,25.0,6,5,3,4,1,0,1,1,0,0,2022,수원FC(A),3,right,LB,정발x
255,2022,울산,15R,수원FC(A),4,김영권,DF,19,97,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,96,88,92,1,46,38,83,5,5,100.0,45,45,100.0,1,1,100.0,20,20,100.0,75,67,89.3,15,9,60.0,31,30,96.8,50,49,98.0,0,0,0.0,0,2,1,50.0,5,3,60.0,0,0,0.0,6,2,1,3,3,0,0,1,0,0,2022,수원FC(A),4,left,CB1,정발
256,2022,울산,15R,수원FC(A),5,김태환,DF,23,97,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,65,56,86,0,19,13,68,25,24,96.0,21,19,90.5,15,12,80.0,11,9,81.8,39,35,89.7,5,2,40.0,28,24,85.7,32,30,93.8,3,0,0.0,1,1,0,0.0,0,0,0.0,3,2,66.7,2,4,1,4,0,0,0,0,1,0,2022,수원FC(A),5,right,RB,정발
271,2022,울산,16R,전북(H),2,임종은,DF,5,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,60,88,1,29,22,76,3,3,100.0,36,35,97.2,8,6,75.0,23,21,91.3,37,33,89.2,8,7,87.5,33,28,84.8,27,25,92.6,3,2,66.7,0,1,1,100.0,11,8,72.7,0,0,0.0,5,8,1,6,3,2,0,0,0,0,2022,전북(H),2,right,CB2,정발
272,2022,울산,16R,전북(H),3,설영우,DF,66,94,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,80,77,96,1,24,23,96,36,36,100.0,20,18,90.0,35,32,91.4,14,14,100.0,31,31,100.0,5,5,100.0,29,29,100.0,46,43,93.5,4,2,50.0,0,1,0,0.0,2,2,100.0,2,1,50.0,1,6,2,5,5,1,1,1,0,0,2022,전북(H),3,right,LB,정발x
273,2022,울산,16R,전북(H),4,김영권,DF,19,94,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,86,84,98,1,47,46,98,6,6,100.0,33,32,97.0,7,6,85.7,20,20,100.0,59,58,98.3,13,12,92.3,32,32,100.0,41,40,97.6,2,1,50.0,0,1,1,100.0,3,2,66.7,1,0,0.0,3,3,1,3,1,1,0,1,0,0,2022,전북(H),4,left,CB1,정발
