Unnamed: 0.1,시즌(년도)_x,소속,라운드,상대팀_x,No._x,선수명,포지션,등번호,출전시간(분),득점,도움,슈팅,유효슈팅,블락된슈팅,벗어난슈팅,PA내슈팅,PA외슈팅,오프사이드,프리킥,코너킥,스로인,드리블시도,드리블성공,드리블성공%,패스시도,패스성공,패스성공%,키패스,전방패스시도,전방패스성공,전방패스성공%,후방패스시도,후방패스성공,후방패스성공%,횡패스시도,횡패스성공,횡패스성공%,공격진영패스시도,공격진영패스성공,공격진영패스성공%,수비진영패스시도,수비진영패스성공,수비진영패스성공%,중앙진영패스시도,중앙진영패스성공,중앙진영패스성공%,롱패스시도,롱패스성공,롱패스성공%,중거리패스시도,중거리패스성공,중거리패스성공%,단거리패스시도,단거리패스성공,단거리패스성공%,크로스시도,크로스성공,크로스성공%,탈압박,지상경합시도,지상경합성공,지상경합성공%,공중경합시도,공중경합성공,공중경합성공%,태클시도,태클성공,태클성공%,클리어링,인터셉트,차단,획득,블락,볼미스,파울,피파울,경고,퇴장,시즌(년도)_y,상대팀_y,No._y,주발,포지션 상세,정발여부
4644,2022,서울,31R,수원FC(H),3,윤종규,DF,23,96,0,0,2,0,2,0,1,1,0,0,0,10,0,0,0,60,47,78,0,21,11,52,7,7,100.0,32,29,90.6,9,8,88.9,22,15,68.2,29,24,82.8,7,5,71.4,24,18,75.0,29,24,82.8,1,0,0.0,2,1,1,100.0,4,0,0.0,2,0,0.0,2,9,1,5,0,0,1,0,0,0,2022,수원FC(H),3,right,RB,정발
4645,2022,서울,31R,수원FC(H),4,황현수,DF,2,46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42,37,88,0,10,5,50,5,5,100.0,27,27,100.0,0,0,0.0,20,16,80.0,22,21,95.4,16,16,100.0,16,15,93.8,10,6,60.0,0,0,0.0,0,0,0,0.0,3,3,100.0,1,0,0.0,4,7,0,2,0,0,0,0,0,0,2022,수원FC(H),4,right,CB2,정발
4646,2022,서울,31R,수원FC(H),5,이태석,DF,88,67,0,0,1,0,0,1,1,0,0,1,0,7,0,0,0,44,29,66,0,12,4,33,8,8,100.0,24,17,70.8,6,4,66.7,16,8,50.0,22,17,77.3,9,3,33.3,15,13,86.7,20,13,65.0,0,0,0.0,0,1,1,100.0,4,3,75.0,2,1,50.0,5,0,4,5,2,1,0,1,0,0,2022,수원FC(H),5,left,LB,정발
4678,2022,서울,33R,대구(A),2,오스마르,DF,5,97,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,107,101,94,0,29,25,86,2,2,100.0,76,74,97.4,3,2,66.7,23,23,100.0,81,76,93.8,23,22,95.6,37,36,97.3,47,43,91.5,0,0,0.0,0,3,2,66.7,8,4,50.0,1,1,100.0,5,4,4,3,5,0,1,0,0,0,2022,대구(A),2,left,CB1,정발
4679,2022,서울,33R,대구(A),3,이상민,DF,3,97,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,95,93,98,0,17,17,100,5,5,100.0,73,71,97.3,1,0,0.0,23,23,100.0,71,70,98.6,30,30,100.0,37,36,97.3,28,27,96.4,0,0,0.0,0,2,0,0.0,4,3,75.0,4,1,25.0,3,7,2,4,3,0,2,1,1,0,2022,대구(A),3,right,CB2,정발
4680,2022,서울,33R,대구(A),4,이태석,DF,88,97,0,0,0,0,0,0,0,0,0,1,0,6,2,1,50,59,50,85,0,16,9,56,9,9,100.0,34,32,94.1,17,14,82.4,11,7,63.6,31,29,93.6,5,1,20.0,23,20,87.0,31,29,93.6,2,0,0.0,0,4,2,50.0,2,0,0.0,3,2,66.7,3,2,2,4,1,0,2,2,0,0,2022,대구(A),4,left,LB,정발
4681,2022,서울,33R,대구(A),5,윤종규,DF,23,97,0,0,0,0,0,0,0,0,1,0,0,11,2,0,0,75,62,83,1,17,9,53,9,9,100.0,49,44,89.8,25,19,76.0,5,3,60.0,45,40,88.9,4,2,50.0,29,21,72.4,42,39,92.9,3,0,0.0,0,2,0,0.0,2,1,50.0,2,1,50.0,1,1,2,6,2,0,1,0,0,0,2022,대구(A),5,right,RB,정발
4696,2022,서울,34R,대구(H),2,오스마르,DF,5,98,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,135,120,89,1,55,40,73,10,10,100.0,70,70,100.0,2,1,50.0,26,23,88.5,107,96,89.7,14,8,57.1,62,56,90.3,59,56,94.9,0,0,0.0,0,0,0,0.0,3,3,100.0,1,1,100.0,5,8,0,7,1,0,1,1,1,0,2022,대구(H),2,left,CB1,정발
4697,2022,서울,34R,대구(H),3,김진야,DF,17,98,0,0,1,1,0,0,1,0,0,0,0,9,0,0,0,55,46,84,0,14,9,64,19,19,100.0,22,18,81.8,17,14,82.4,9,6,66.7,29,26,89.7,2,2,100.0,20,15,75.0,33,29,87.9,0,0,0.0,0,4,1,25.0,5,3,60.0,2,0,0.0,1,5,4,2,3,1,0,0,0,0,2022,대구(H),3,right,LB,정발x
4698,2022,서울,34R,대구(H),4,윤종규,DF,23,84,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,60,56,93,2,19,15,79,18,18,100.0,23,23,100.0,3,3,100.0,7,6,85.7,50,47,94.0,7,4,57.1,16,16,100.0,37,36,97.3,3,2,66.7,1,5,1,20.0,0,0,0.0,1,0,0.0,0,2,8,3,2,1,4,1,1,0,2022,대구(H),4,right,RB,정발
4699,2022,서울,34R,대구(H),5,이상민,DF,3,98,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,103,95,92,1,41,35,85,3,3,100.0,59,57,96.6,1,1,100.0,24,22,91.7,78,72,92.3,7,4,57.1,48,45,93.8,48,46,95.8,1,0,0.0,0,1,0,0.0,5,2,40.0,1,0,0.0,2,3,1,5,1,0,1,1,0,0,2022,대구(H),5,right,CB2,정발
4768,2022,서울,38R,수원FC(A),2,이상민,DF,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,40,89,0,16,12,75,3,3,100.0,26,25,96.2,0,0,0.0,28,25,89.3,17,15,88.2,6,2,33.3,32,31,96.9,7,7,100.0,0,0,0.0,1,1,1,100.0,12,7,58.3,0,0,0.0,4,5,2,1,4,0,0,1,0,0,2022,수원FC(A),2,right,CB2,정발
4769,2022,서울,38R,수원FC(A),3,김주성,DF,30,92,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,49,46,94,0,20,19,95,6,6,100.0,23,21,91.3,0,0,0.0,29,27,93.1,20,19,95.0,5,3,60.0,23,23,100.0,21,20,95.2,0,0,0.0,0,2,1,50.0,9,5,55.6,0,0,0.0,11,5,1,0,4,0,0,0,0,0,2022,수원FC(A),3,left,CB1,정발
4770,2022,서울,38R,수원FC(A),4,고광민,DF,27,97,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,47,37,79,1,20,11,55,17,17,100.0,10,9,90.0,6,4,66.7,11,8,72.7,30,25,83.3,4,2,50.0,13,9,69.2,30,26,86.7,0,0,0.0,0,0,0,0.0,2,1,50.0,0,0,0.0,3,4,1,2,3,1,2,1,1,0,2022,수원FC(A),4,right,RB,정발
4771,2022,서울,38R,수원FC(A),5,김진야,DF,17,97,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,32,32,100,0,13,13,100,12,12,100.0,7,7,100.0,12,12,100.0,10,10,100.0,10,10,100.0,0,0,0.0,11,11,100.0,21,21,100.0,1,0,0.0,0,3,1,33.3,0,0,0.0,1,0,0.0,6,2,4,4,1,0,1,1,0,0,2022,수원FC(A),5,right,LB,정발x
7125,2022,수원FC,17R,포항(H),2,박민규,DF,3,94,0,0,0,0,0,0,0,0,0,1,0,15,5,1,20,59,56,95,0,25,22,88,27,27,100.0,7,7,100.0,23,21,91.3,9,8,88.9,27,27,100.0,2,2,100.0,23,21,91.3,34,33,97.1,2,1,50.0,0,6,5,83.3,1,0,0.0,2,2,100.0,5,4,3,3,2,0,1,2,0,0,2022,포항(H),2,left,LB,정발
7126,2022,수원FC,17R,포항(H),3,김건웅,DF,14,94,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,89,82,92,0,40,33,83,9,9,100.0,40,40,100.0,3,2,66.7,24,21,87.5,62,59,95.2,12,9,75.0,40,37,92.5,37,36,97.3,0,0,0.0,0,1,0,0.0,1,1,100.0,0,0,0.0,3,4,1,3,0,0,0,0,0,0,2022,포항(H),3,right,CB1,정발x
7128,2022,수원FC,17R,포항(H),5,신세계,DF,30,94,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,30,23,77,0,11,4,36,9,9,100.0,10,10,100.0,6,5,83.3,3,3,100.0,21,15,71.4,4,1,25.0,11,9,81.8,15,13,86.7,1,1,100.0,0,1,0,0.0,3,2,66.7,1,1,100.0,3,3,1,2,2,0,2,1,1,0,2022,포항(H),5,right,RB,정발
7143,2022,수원FC,18R,수원(H),2,정동호,DF,2,97,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,32,20,63,1,22,11,50,3,3,100.0,7,6,85.7,4,4,100.0,15,9,60.0,13,7,53.8,6,0,0.0,10,5,50.0,16,15,93.8,1,0,0.0,0,2,1,50.0,3,0,0.0,1,0,0.0,5,5,3,5,0,1,1,1,0,0,2022,수원(H),2,right,RB,정발
7144,2022,수원FC,18R,수원(H),3,김건웅,DF,14,97,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,10,67,0,6,3,50,5,5,100.0,4,2,50.0,1,1,100.0,8,6,75.0,6,3,50.0,4,1,25.0,6,5,83.3,5,4,80.0,0,0,0.0,0,5,4,80.0,4,3,75.0,1,0,0.0,10,4,4,1,0,0,0,1,0,0,2022,수원(H),3,right,CB1,정발x
7145,2022,수원FC,18R,수원(H),4,박민규,DF,3,97,0,0,1,0,0,1,1,0,0,0,0,9,2,2,100,39,29,74,0,28,18,64,5,5,100.0,6,6,100.0,6,6,100.0,11,8,72.7,22,15,68.2,5,3,60.0,11,5,45.4,23,21,91.3,0,0,0.0,0,1,0,0.0,3,1,33.3,0,0,0.0,4,3,2,3,0,0,0,1,0,0,2022,수원(H),4,left,LB,정발
7146,2022,수원FC,18R,수원(H),5,신세계,DF,30,97,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,16,14,88,1,6,4,67,5,5,100.0,5,5,100.0,1,1,100.0,10,8,80.0,5,5,100.0,6,4,66.7,4,4,100.0,6,6,100.0,0,0,0.0,0,4,0,0.0,7,4,57.1,3,0,0.0,10,3,0,2,0,0,0,0,0,0,2022,수원(H),5,right,CB2,정발
7161,2022,수원FC,19R,대구(A),2,정동호,DF,2,100,0,0,0,0,0,0,0,0,0,1,0,6,1,1,100,51,42,82,1,23,15,65,10,10,100.0,18,17,94.4,10,9,90.0,7,3,42.9,34,30,88.2,3,0,0.0,15,13,86.7,33,29,87.9,7,3,42.9,0,3,0,0.0,1,1,100.0,3,0,0.0,7,1,2,5,0,0,1,2,0,0,2022,대구(A),2,right,RB,정발
7162,2022,수원FC,19R,대구(A),3,김건웅,DF,14,100,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,52,49,94,1,24,21,88,2,2,100.0,26,26,100.0,1,1,100.0,20,18,90.0,31,30,96.8,8,5,62.5,17,17,100.0,27,27,100.0,1,0,0.0,0,3,2,66.7,5,5,100.0,2,0,0.0,11,5,3,1,0,0,2,0,0,0,2022,대구(A),3,right,CB1,정발x
7163,2022,수원FC,19R,대구(A),4,신세계,DF,30,100,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,48,46,96,0,27,25,93,2,2,100.0,19,19,100.0,0,0,0.0,17,15,88.2,31,31,100.0,6,4,66.7,20,20,100.0,22,22,100.0,0,0,0.0,0,1,0,0.0,3,1,33.3,2,2,100.0,7,3,0,3,1,0,0,0,0,0,2022,대구(A),4,right,CB2,정발
7164,2022,수원FC,19R,대구(A),5,박민규,DF,3,100,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,37,33,89,0,16,12,75,12,12,100.0,9,9,100.0,10,9,90.0,9,8,88.9,18,16,88.9,3,2,66.7,11,10,90.9,23,21,91.3,0,0,0.0,0,4,1,25.0,1,0,0.0,5,0,0.0,2,2,3,5,2,0,1,3,0,0,2022,대구(A),5,left,LB,정발
7179,2022,수원FC,20R,인천(A),2,김건웅,DF,14,94,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,54,50,93,0,26,22,85,3,3,100.0,25,25,100.0,0,0,0.0,30,29,96.7,24,21,87.5,11,8,72.7,24,23,95.8,19,19,100.0,0,0,0.0,0,3,1,33.3,5,4,80.0,3,1,33.3,12,6,1,5,4,1,2,0,0,0,2022,인천(A),2,right,CB1,정발x
7181,2022,수원FC,20R,인천(A),4,박민규,DF,3,94,0,0,1,0,1,0,1,0,0,0,0,8,0,0,0,47,39,83,0,20,13,65,15,14,93.3,12,12,100.0,12,11,91.7,11,9,81.8,24,19,79.2,2,1,50.0,14,12,85.7,31,26,83.9,3,0,0.0,1,2,1,50.0,5,2,40.0,1,1,100.0,1,3,3,3,3,1,0,1,0,0,2022,인천(A),4,left,LB,정발
7182,2022,수원FC,20R,인천(A),5,신세계,DF,30,94,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,45,36,80,0,17,11,65,9,9,100.0,19,16,84.2,10,6,60.0,9,6,66.7,26,24,92.3,2,1,50.0,24,18,75.0,19,17,89.5,4,1,25.0,0,2,1,50.0,1,0,0.0,2,2,100.0,3,1,2,4,0,0,2,0,0,0,2022,인천(A),5,right,RB,정발
7197,2022,수원FC,21R,서울(H),2,김건웅,DF,14,97,0,0,1,0,1,0,1,0,0,5,0,0,0,0,0,34,31,91,0,13,10,77,4,4,100.0,17,17,100.0,0,0,0.0,21,20,95.2,13,11,84.6,12,9,75.0,18,18,100.0,4,4,100.0,0,0,0.0,0,2,2,100.0,7,2,28.6,0,0,0.0,5,2,3,2,2,0,0,0,0,0,2022,서울(H),2,right,CB1,정발x
7198,2022,수원FC,21R,서울(H),3,신세계,DF,30,97,0,0,1,0,0,1,0,1,0,0,0,11,1,0,0,26,20,77,0,11,8,73,6,6,100.0,9,6,66.7,9,6,66.7,5,3,60.0,12,11,91.7,3,2,66.7,14,10,71.4,9,8,88.9,2,1,50.0,0,2,1,50.0,0,0,0.0,0,0,0.0,2,2,2,2,5,0,0,0,0,0,2022,서울(H),3,right,RB,정발
7199,2022,수원FC,21R,서울(H),4,박민규,DF,3,97,0,0,1,1,0,0,1,0,0,0,0,10,0,0,0,34,29,85,0,19,14,74,10,10,100.0,5,5,100.0,7,7,100.0,10,9,90.0,17,13,76.5,5,2,40.0,11,10,90.9,18,17,94.4,1,0,0.0,1,0,0,0.0,2,2,100.0,3,2,66.7,1,8,1,3,4,0,1,3,0,0,2022,서울(H),4,left,LB,정발
7215,2022,수원FC,22R,강원(H),2,박민규,DF,3,97,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,54,45,83,1,24,17,71,19,19,100.0,11,9,81.8,12,8,66.7,10,8,80.0,32,29,90.6,7,4,57.1,27,23,85.2,20,18,90.0,4,3,75.0,1,1,0,0.0,4,3,75.0,2,2,100.0,8,4,1,8,4,0,0,1,0,0,2022,강원(H),2,left,LB,정발
7217,2022,수원FC,22R,강원(H),4,김건웅,DF,14,97,0,0,1,0,0,1,1,0,0,3,0,0,0,0,0,46,41,89,0,23,18,78,5,5,100.0,18,18,100.0,0,0,0.0,16,15,93.8,30,26,86.7,7,4,57.1,25,24,96.0,14,13,92.9,0,0,0.0,0,5,2,40.0,13,10,76.9,3,0,0.0,8,4,3,7,8,0,0,0,0,0,2022,강원(H),4,right,CB1,정발x
7218,2022,수원FC,22R,강원(H),5,신세계,DF,30,46,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,41,36,88,0,16,12,75,11,11,100.0,14,13,92.9,4,3,75.0,7,6,85.7,30,27,90.0,4,1,25.0,15,14,93.3,22,21,95.4,1,1,100.0,0,1,0,0.0,2,2,100.0,2,1,50.0,3,3,1,3,1,1,0,1,0,0,2022,강원(H),5,right,RB,정발
7233,2022,수원FC,23R,성남(A),2,이용,DF,22,96,0,0,0,0,0,0,0,0,0,5,4,7,0,0,0,73,63,86,5,22,17,77,11,11,100.0,40,35,87.5,17,16,94.1,10,9,90.0,46,38,82.6,8,4,50.0,38,34,89.5,27,25,92.6,15,3,20.0,0,4,1,25.0,4,2,50.0,3,2,66.7,3,4,3,6,3,2,2,1,0,0,2022,성남(A),2,right,RB,정발
7235,2022,수원FC,23R,성남(A),4,박민규,DF,3,96,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,34,32,94,1,8,6,75,5,5,100.0,21,21,100.0,15,14,93.3,3,2,66.7,16,16,100.0,1,1,100.0,11,11,100.0,22,20,90.9,1,1,100.0,0,1,1,100.0,6,4,66.7,1,0,0.0,6,1,4,2,2,1,2,1,0,0,2022,성남(A),4,left,LB,정발
7236,2022,수원FC,23R,성남(A),5,신세계,DF,30,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55,48,87,0,12,6,50,0,0,0.0,43,42,97.7,1,1,100.0,23,20,87.0,31,27,87.1,29,24,82.8,12,11,91.7,14,13,92.9,0,0,0.0,0,5,0,0.0,5,3,60.0,1,0,0.0,4,5,0,6,0,0,0,3,0,0,2022,성남(A),5,right,CB1,정발x
7251,2022,수원FC,24R,전북(H),2,신세계,DF,30,98,0,0,2,0,0,2,0,2,0,0,0,1,0,0,0,32,25,78,0,11,6,55,3,3,100.0,18,16,88.9,0,0,0.0,13,11,84.6,19,14,73.7,15,11,73.3,9,7,77.8,8,7,87.5,0,0,0.0,0,2,0,0.0,9,5,55.6,1,0,0.0,8,5,0,4,4,0,0,0,0,0,2022,전북(H),2,right,CB2,정발
7252,2022,수원FC,24R,전북(H),3,김건웅,DF,14,98,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,37,33,89,0,14,11,79,4,4,100.0,19,18,94.7,1,1,100.0,11,10,90.9,25,22,88.0,13,11,84.6,8,7,87.5,16,15,93.8,0,0,0.0,0,4,3,75.0,3,0,0.0,2,1,50.0,6,5,2,2,0,0,1,0,0,0,2022,전북(H),3,right,CB1,정발x
7253,2022,수원FC,24R,전북(H),4,이용,DF,22,98,0,0,0,0,0,0,0,0,0,5,1,13,1,0,0,52,36,69,1,20,12,60,5,5,100.0,27,19,70.4,12,8,66.7,16,11,68.8,24,17,70.8,17,8,47.1,15,13,86.7,20,15,75.0,9,1,11.1,0,2,2,100.0,2,2,100.0,4,0,0.0,7,4,4,2,3,0,0,0,0,0,2022,전북(H),4,right,RB,정발
7254,2022,수원FC,24R,전북(H),5,박민규,DF,3,71,0,0,1,0,0,1,0,1,1,0,0,4,0,0,0,19,12,63,0,6,3,50,4,3,75.0,9,6,66.7,2,1,50.0,1,0,0.0,16,11,68.8,3,1,33.3,7,6,85.7,9,5,55.6,2,0,0.0,0,1,1,100.0,2,1,50.0,3,2,66.7,3,2,2,1,2,0,0,0,0,0,2022,전북(H),5,left,LB,정발
7305,2022,수원FC,27R,수원(H),2,박민규,DF,3,95,0,1,1,0,0,1,0,1,0,0,0,6,1,0,0,43,38,88,1,12,9,75,13,13,100.0,18,16,88.9,10,10,100.0,6,5,83.3,27,23,85.2,4,2,50.0,7,5,71.4,32,31,96.9,2,1,50.0,0,5,4,80.0,0,0,0.0,1,1,100.0,2,2,5,5,0,1,0,0,0,0,2022,수원(H),2,left,LB,정발
7306,2022,수원FC,27R,수원(H),3,신세계,DF,30,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,100,0,8,8,100,0,0,0.0,19,19,100.0,0,0,0.0,11,11,100.0,16,16,100.0,10,10,100.0,11,11,100.0,6,6,100.0,0,0,0.0,0,4,0,0.0,4,1,25.0,2,0,0.0,5,6,0,1,1,0,2,0,1,0,2022,수원(H),3,right,CB2,정발
7307,2022,수원FC,27R,수원(H),4,이용,DF,22,95,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,57,51,89,1,19,19,100,8,8,100.0,30,24,80.0,9,7,77.8,11,9,81.8,37,35,94.6,7,4,57.1,23,20,87.0,27,27,100.0,5,2,40.0,0,2,2,100.0,0,0,0.0,5,2,40.0,1,3,6,3,1,0,2,0,0,0,2022,수원(H),4,right,RB,정발
7308,2022,수원FC,27R,수원(H),5,김건웅,DF,14,95,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,29,27,93,0,9,8,89,0,0,0.0,20,19,95.0,2,2,100.0,17,15,88.2,10,10,100.0,13,11,84.6,10,10,100.0,6,6,100.0,0,0,0.0,0,2,2,100.0,5,3,60.0,1,0,0.0,4,3,2,1,2,1,1,0,0,0,2022,수원(H),5,right,CB1,정발x
7359,2022,수원FC,30R,포항(H),2,이용,DF,22,96,0,0,0,0,0,0,0,0,0,1,3,8,1,1,100,34,27,79,0,17,11,65,8,8,100.0,9,8,88.9,3,3,100.0,13,10,76.9,18,14,77.8,3,2,66.7,13,10,76.9,18,15,83.3,5,1,20.0,0,3,1,33.3,6,5,83.3,1,1,100.0,8,5,1,1,2,0,0,0,0,0,2022,포항(H),2,right,RB,정발
7360,2022,수원FC,30R,포항(H),3,박민규,DF,3,96,0,0,3,0,0,3,1,2,0,0,0,5,0,0,0,19,14,74,0,7,3,43,7,7,100.0,5,4,80.0,3,3,100.0,6,2,33.3,10,9,90.0,1,0,0.0,9,7,77.8,9,7,77.8,1,0,0.0,0,2,1,50.0,7,7,100.0,0,0,0.0,9,2,3,5,5,0,0,0,0,0,2022,포항(H),3,left,LB,정발
7361,2022,수원FC,30R,포항(H),4,김건웅,DF,14,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,22,88,0,6,4,67,1,1,100.0,18,17,94.4,0,0,0.0,10,8,80.0,15,14,93.3,6,4,66.7,12,11,91.7,7,7,100.0,1,1,100.0,1,1,1,100.0,3,1,33.3,1,0,0.0,6,7,2,2,5,0,0,0,0,0,2022,포항(H),4,right,CB1,정발x
7362,2022,수원FC,30R,포항(H),5,신세계,DF,30,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,88,0,3,2,67,1,1,100.0,4,4,100.0,0,0,0.0,3,2,66.7,5,5,100.0,4,3,75.0,1,1,100.0,3,3,100.0,0,0,0.0,0,2,1,50.0,1,0,0.0,0,0,0.0,7,0,2,0,0,0,0,0,0,0,2022,포항(H),5,right,CB2,정발
7377,2022,수원FC,31R,서울(A),2,신세계,DF,30,96,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,41,35,85,0,9,4,44,0,0,0.0,32,31,96.9,0,0,0.0,17,15,88.2,24,20,83.3,13,12,92.3,14,10,71.4,14,13,92.9,0,0,0.0,0,4,0,0.0,7,3,42.9,0,0,0.0,7,7,5,6,4,1,1,1,0,0,2022,서울(A),2,right,CB2,정발
7378,2022,수원FC,31R,서울(A),3,이용,DF,22,96,0,0,1,0,1,0,0,1,0,2,1,14,1,0,0,63,45,71,1,20,10,50,9,9,100.0,34,26,76.5,14,11,78.6,14,10,71.4,35,24,68.6,11,6,54.6,28,20,71.4,24,19,79.2,6,1,16.7,0,3,3,100.0,3,3,100.0,2,1,50.0,5,7,4,5,0,1,0,1,0,0,2022,서울(A),3,right,RB,정발
7379,2022,수원FC,31R,서울(A),4,박민규,DF,3,96,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,30,22,73,0,12,5,42,6,6,100.0,12,11,91.7,7,5,71.4,4,3,75.0,19,14,73.7,2,0,0.0,11,9,81.8,17,13,76.5,1,0,0.0,0,3,2,66.7,3,2,66.7,0,0,0.0,3,2,2,4,2,0,0,2,0,0,2022,서울(A),4,left,LB,정발
7380,2022,수원FC,31R,서울(A),5,김건웅,DF,14,96,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,48,41,85,0,16,10,63,4,4,100.0,28,27,96.4,6,4,66.7,19,17,89.5,23,20,87.0,13,11,84.6,21,17,81.0,14,13,92.9,0,0,0.0,0,5,3,60.0,1,1,100.0,2,1,50.0,4,2,2,5,2,1,2,0,0,0,2022,서울(A),5,right,CB1,정발x
7395,2022,수원FC,32R,김천(H),2,곽윤호,DF,4,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31,97,0,7,6,86,3,3,100.0,22,22,100.0,0,0,0.0,12,11,91.7,20,20,100.0,12,11,91.7,9,9,100.0,11,11,100.0,0,0,0.0,0,2,0,0.0,4,1,25.0,2,0,0.0,8,1,2,2,1,0,0,0,0,0,2022,김천(H),2,,CB1,정발x
7396,2022,수원FC,32R,김천(H),3,신세계,DF,30,95,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,44,40,91,1,16,13,81,3,3,100.0,25,24,96.0,0,0,0.0,20,18,90.0,24,22,91.7,18,16,88.9,15,13,86.7,11,11,100.0,0,0,0.0,0,2,1,50.0,2,0,0.0,1,0,0.0,0,6,1,3,1,0,2,0,0,0,2022,김천(H),3,right,CB2,정발
7397,2022,수원FC,32R,김천(H),4,이용,DF,22,95,0,0,0,0,0,0,0,0,0,3,7,16,0,0,0,47,37,79,2,16,11,69,8,7,87.5,23,19,82.6,14,12,85.7,8,5,62.5,25,20,80.0,6,2,33.3,18,16,88.9,23,19,82.6,13,4,30.8,0,1,1,100.0,6,6,100.0,1,0,0.0,8,4,8,3,5,0,3,1,1,0,2022,김천(H),4,right,RB,정발
7398,2022,수원FC,32R,김천(H),5,박민규,DF,3,65,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,28,26,93,0,4,3,75,5,5,100.0,19,18,94.7,5,4,80.0,2,1,50.0,21,21,100.0,3,2,66.7,5,5,100.0,20,19,95.0,1,0,0.0,0,2,1,50.0,0,0,0.0,0,0,0.0,0,0,3,3,3,0,0,1,0,0,2022,김천(H),5,left,LB,정발
7431,2022,수원FC,34R,김천(H),2,박민규,DF,3,99,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,32,26,81,4,18,12,67,5,5,100.0,9,9,100.0,10,10,100.0,9,6,66.7,13,10,76.9,3,1,33.3,11,7,63.6,18,18,100.0,3,2,66.7,0,2,1,50.0,1,0,0.0,1,0,0.0,2,2,4,3,1,0,0,0,0,0,2022,김천(H),2,left,LB,정발
7432,2022,수원FC,34R,김천(H),3,잭슨,DF,5,99,1,0,1,1,0,0,1,0,0,3,0,0,0,0,0,24,18,75,0,15,9,60,1,1,100.0,8,8,100.0,0,0,0.0,14,12,85.7,10,6,60.0,6,1,16.7,9,8,88.9,9,9,100.0,0,0,0.0,0,0,0,0.0,4,2,50.0,0,0,0.0,7,4,1,2,2,0,0,0,0,0,2022,김천(H),3,left,CB1,정발x
7433,2022,수원FC,34R,김천(H),4,이용,DF,22,99,0,1,1,0,0,1,1,0,0,2,3,11,0,0,0,37,26,70,1,23,15,65,4,4,100.0,10,7,70.0,5,3,60.0,8,6,75.0,24,17,70.8,5,3,60.0,19,12,63.2,13,11,84.6,6,1,16.7,0,4,2,50.0,2,0,0.0,3,2,66.7,1,3,7,1,2,1,3,1,0,0,2022,김천(H),4,right,RB,정발
7434,2022,수원FC,34R,김천(H),5,신세계,DF,30,99,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,20,17,85,0,11,8,73,4,4,100.0,5,5,100.0,0,0,0.0,14,11,78.6,6,6,100.0,4,3,75.0,7,7,100.0,9,7,77.8,0,0,0.0,0,2,0,0.0,0,0,0.0,4,2,50.0,4,3,2,3,2,0,0,0,0,0,2022,김천(H),5,right,CB2,정발
7449,2022,수원FC,35R,대구(A),2,곽윤호,DF,4,80,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55,55,100,0,23,23,100,1,1,100.0,31,31,100.0,0,0,0.0,18,18,100.0,37,37,100.0,2,2,100.0,18,18,100.0,35,35,100.0,0,0,0.0,0,1,0,0.0,4,3,75.0,0,0,0.0,4,3,1,2,2,0,0,3,0,0,2022,대구(A),2,,CB2,정발x
