시즌(년도)_x,소속,라운드,상대팀_x,No._x,선수명,포지션,등번호,출전시간(분),득점,도움,슈팅,유효슈팅,블락된슈팅,벗어난슈팅,PA내슈팅,PA외슈팅,오프사이드,프리킥,코너킥,스로인,드리블시도,드리블성공,드리블성공%,패스시도,패스성공,패스성공%,키패스,전방패스시도,전방패스성공,전방패스성공%,후방패스시도,후방패스성공,후방패스성공%,횡패스시도,횡패스성공,횡패스성공%,공격진영패스시도,공격진영패스성공,공격진영패스성공%,수비진영패스시도,수비진영패스성공,수비진영패스성공%,중앙진영패스시도,중앙진영패스성공,중앙진영패스성공%,롱패스시도,롱패스성공,롱패스성공%,중거리패스시도,중거리패스성공,중거리패스성공%,단거리패스시도,단거리패스성공,단거리패스성공%,크로스시도,크로스성공,크로스성공%,탈압박,지상경합시도,지상경합성공,지상경합성공%,공중경합시도,공중경합성공,공중경합성공%,태클시도,태클성공,태클성공%,클리어링,인터셉트,차단,획득,블락,볼미스,파울,피파울,경고,퇴장,시즌(년도)_y,상대팀_y,No._y,주발,포지션 상세,정발여부
2023,광주,18R,대전(A),2,티모,DF,5,97,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,36,34,94,0,14,13,93,0,0,0.0,22,21,95.4,0,0,0.0,14,13,92.9,22,21,95.4,3,2,66.7,16,15,93.8,17,17,100.0,0,0,0.0,0,2,1,50.0,9,5,55.6,3,2,66.7,10,3,1,1,1,2,0,0,0,0,2023,대전(A),2,right,CB2,정발
2023,광주,18R,대전(A),3,두현석,DF,13,64,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,33,29,88,1,15,11,73,10,10,100.0,8,8,100.0,7,5,71.4,7,7,100.0,19,17,89.5,2,1,50.0,12,12,100.0,19,16,84.2,3,1,33.3,0,0,0,0.0,2,0,0.0,2,1,50.0,5,3,1,2,0,0,0,0,1,0,2023,대전(A),3,right,RB,정발x
2023,광주,18R,대전(A),4,이민기,DF,3,47,0,0,1,1,0,0,1,0,0,0,0,6,0,0,0,23,16,70,0,11,4,36,7,7,100.0,5,5,100.0,6,3,50.0,3,2,66.7,14,11,78.6,3,2,66.7,7,3,42.9,13,11,84.6,0,0,0.0,0,1,1,100.0,1,0,0.0,2,2,100.0,1,1,0,4,1,0,1,1,0,0,2023,대전(A),4,right,LB,정발x
2023,광주,18R,대전(A),5,안영규,DF,6,97,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,41,38,93,0,27,24,89,0,0,0.0,14,14,100.0,0,0,0.0,12,11,91.7,29,27,93.1,1,0,0.0,25,24,96.0,15,14,93.3,0,0,0.0,0,2,1,50.0,3,1,33.3,1,0,0.0,11,2,2,2,2,0,0,0,0,0,2023,대전(A),5,right,CB1,정발x
2023,광주,19R,전북(H),2,티모,DF,5,101,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,79,75,95,1,31,27,87,3,3,100.0,45,45,100.0,3,3,100.0,39,36,92.3,37,36,97.3,8,6,75.0,33,32,97.0,38,37,97.4,0,0,0.0,0,0,0,0.0,7,5,71.4,0,0,0.0,5,7,0,5,2,0,0,0,1,0,2023,전북(H),2,right,CB2,정발
2023,광주,19R,전북(H),3,두현석,DF,13,101,0,1,0,0,0,0,0,0,0,3,1,7,0,0,0,75,70,93,3,28,25,89,25,25,100.0,22,20,90.9,12,12,100.0,29,26,89.7,34,32,94.1,6,5,83.3,34,32,94.1,35,33,94.3,2,2,100.0,0,1,0,0.0,2,1,50.0,6,0,0.0,2,4,3,2,5,0,0,1,0,0,2023,전북(H),3,right,RB,정발x
2023,광주,19R,전북(H),4,이민기,DF,3,89,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,57,49,86,0,24,17,71,15,15,100.0,18,17,94.4,9,9,100.0,13,11,84.6,35,29,82.9,4,0,0.0,16,13,81.2,37,36,97.3,0,0,0.0,0,0,0,0.0,5,3,60.0,2,1,50.0,6,2,1,4,2,0,0,2,0,0,2023,전북(H),4,right,LB,정발x
2023,광주,19R,전북(H),5,안영규,DF,6,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,67,92,0,25,19,76,4,4,100.0,44,44,100.0,0,0,0.0,36,32,88.9,37,35,94.6,4,3,75.0,26,23,88.5,43,41,95.4,1,0,0.0,0,0,0,0.0,3,2,66.7,0,0,0.0,4,2,0,4,2,0,0,0,0,0,2023,전북(H),5,right,CB1,정발x
2023,광주,20R,울산(H),2,두현석,DF,13,88,0,0,0,0,0,0,0,0,0,1,2,7,0,0,0,60,55,92,1,27,22,82,12,12,100.0,21,21,100.0,5,4,80.0,20,19,95.0,35,32,91.4,5,4,80.0,27,26,96.3,28,25,89.3,2,2,100.0,1,1,1,100.0,0,0,0.0,4,1,25.0,1,2,1,3,2,0,1,0,0,0,2023,울산(H),2,right,RB,정발x
2023,광주,20R,울산(H),3,티모,DF,5,98,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,75,70,93,0,30,25,83,4,4,100.0,41,41,100.0,3,3,100.0,39,34,87.2,33,33,100.0,13,11,84.6,27,27,100.0,35,32,91.4,0,0,0.0,0,3,2,66.7,0,0,0.0,1,0,0.0,3,6,3,3,1,0,1,1,0,0,2023,울산(H),3,right,CB2,정발
2023,광주,20R,울산(H),4,안영규,DF,6,98,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,63,60,95,0,20,17,85,4,4,100.0,39,39,100.0,0,0,0.0,39,38,97.4,24,22,91.7,5,3,60.0,26,25,96.2,32,32,100.0,0,0,0.0,0,2,0,0.0,4,3,75.0,0,0,0.0,7,1,2,1,0,1,2,0,1,0,2023,울산(H),4,right,CB1,정발x
2023,광주,20R,울산(H),5,이민기,DF,3,88,0,0,1,0,0,1,0,1,0,2,0,11,2,1,50,45,41,91,0,17,13,77,21,21,100.0,7,7,100.0,7,7,100.0,13,11,84.6,25,23,92.0,2,1,50.0,20,18,90.0,23,22,95.6,0,0,0.0,0,0,0,0.0,0,0,0.0,2,0,0.0,0,1,4,4,2,0,0,0,0,0,2023,울산(H),5,right,LB,정발x
2023,광주,21R,강원(A),2,티모,DF,5,101,1,0,2,1,0,1,1,1,0,3,0,0,0,0,0,95,90,95,0,47,43,92,1,1,100.0,47,46,97.9,4,3,75.0,14,13,92.9,77,74,96.1,12,12,100.0,52,51,98.1,31,27,87.1,0,0,0.0,0,0,0,0.0,6,3,50.0,0,0,0.0,3,1,2,7,4,0,0,0,0,0,2023,강원(A),2,right,CB1,정발x
2023,광주,21R,강원(A),3,이민기,DF,3,101,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,69,63,91,1,21,15,71,22,22,100.0,26,26,100.0,13,10,76.9,7,7,100.0,49,46,93.9,8,6,75.0,28,25,89.3,33,32,97.0,0,0,0.0,0,4,1,25.0,2,1,50.0,6,0,0.0,1,3,2,4,3,2,2,0,0,0,2023,강원(A),3,right,LB,정발x
2023,광주,21R,강원(A),4,아론,DF,28,101,0,0,1,1,0,0,1,0,1,2,0,0,0,0,0,83,80,96,0,28,25,89,4,4,100.0,51,51,100.0,3,2,66.7,14,14,100.0,66,64,97.0,2,2,100.0,55,54,98.2,26,24,92.3,0,0,0.0,0,1,0,0.0,6,6,100.0,3,1,33.3,10,3,0,0,2,0,0,0,0,0,2023,강원(A),4,right,CB2,정발
2023,광주,21R,강원(A),5,두현석,DF,13,80,0,0,0,0,0,0,0,0,0,4,4,9,1,1,100,86,80,93,0,34,30,88,14,14,100.0,38,36,94.7,18,16,88.9,11,9,81.8,57,55,96.5,3,3,100.0,33,29,87.9,50,48,96.0,4,0,0.0,0,0,0,0.0,1,1,100.0,0,0,0.0,2,2,2,6,1,0,1,1,0,0,2023,강원(A),5,right,RB,정발x
2023,광주,22R,제주(A),2,이민기,DF,3,100,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,77,70,91,0,29,25,86,24,24,100.0,24,21,87.5,11,11,100.0,28,23,82.1,38,36,94.7,11,10,90.9,34,32,94.1,32,28,87.5,1,0,0.0,0,4,3,75.0,4,3,75.0,2,0,0.0,3,5,2,8,1,0,1,1,1,0,2023,제주(A),2,right,LB,정발x
2023,광주,22R,제주(A),3,두현석,DF,13,100,0,0,1,0,0,1,1,0,0,1,0,5,1,0,0,59,51,86,0,25,18,72,11,11,100.0,23,22,95.6,3,2,66.7,25,21,84.0,31,28,90.3,6,3,50.0,28,24,85.7,25,24,96.0,2,0,0.0,0,2,1,50.0,1,0,0.0,2,2,100.0,4,3,1,6,0,1,0,0,0,0,2023,제주(A),3,right,RB,정발x
2023,광주,22R,제주(A),4,안영규,DF,6,100,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,75,72,96,0,27,25,93,2,2,100.0,46,45,97.8,0,0,0.0,31,29,93.6,44,43,97.7,9,8,88.9,29,29,100.0,37,35,94.6,0,0,0.0,0,3,3,100.0,4,3,75.0,1,1,100.0,12,2,3,2,1,0,0,0,0,0,2023,제주(A),4,right,CB1,정발x
2023,광주,22R,제주(A),5,티모,DF,5,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34,33,97,0,11,10,91,3,3,100.0,20,20,100.0,0,0,0.0,16,16,100.0,18,17,94.4,4,3,75.0,20,20,100.0,10,10,100.0,0,0,0.0,0,0,0,0.0,3,1,33.3,0,0,0.0,1,2,0,0,2,1,0,0,0,0,2023,제주(A),5,right,CB2,정발
2023,광주,23R,대구(H),2,아론,DF,28,97,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,110,104,95,0,61,56,92,5,4,80.0,44,44,100.0,7,5,71.4,24,22,91.7,79,77,97.5,8,4,50.0,32,32,100.0,70,68,97.1,2,0,0.0,1,2,1,50.0,6,3,50.0,3,0,0.0,5,2,4,5,2,0,1,1,0,0,2023,대구(H),2,right,CB2,정발
2023,광주,23R,대구(H),3,이민기,DF,3,72,0,0,2,0,0,2,0,2,0,1,0,4,1,0,0,59,53,90,0,20,15,75,16,16,100.0,23,22,95.6,9,7,77.8,6,5,83.3,44,41,93.2,3,3,100.0,23,19,82.6,33,31,93.9,1,0,0.0,0,2,1,50.0,1,1,100.0,2,0,0.0,2,2,1,6,2,0,0,0,0,0,2023,대구(H),3,right,LB,정발x
2023,광주,23R,대구(H),4,티모,DF,5,97,0,0,1,0,0,1,0,1,0,4,0,2,0,0,0,111,105,95,0,47,41,87,9,9,100.0,55,55,100.0,5,5,100.0,25,25,100.0,81,75,92.6,7,4,57.1,57,54,94.7,47,47,100.0,0,0,0.0,1,1,0,0.0,6,4,66.7,4,2,50.0,5,8,0,6,0,0,0,3,0,0,2023,대구(H),4,right,CB1,정발x
2023,광주,23R,대구(H),5,두현석,DF,13,76,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,94,86,91,0,39,32,82,12,12,100.0,43,42,97.7,10,7,70.0,11,10,90.9,73,69,94.5,12,8,66.7,38,35,92.1,44,43,97.7,6,1,16.7,0,2,1,50.0,2,0,0.0,2,0,0.0,0,1,3,3,1,0,1,0,0,0,2023,대구(H),5,right,RB,정발x
2023,광주,24R,수원FC(A),2,티모,DF,5,97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,58,51,88,0,33,26,79,4,4,100.0,21,21,100.0,4,3,75.0,11,10,90.9,43,38,88.4,7,4,57.1,18,18,100.0,33,29,87.9,0,0,0.0,0,1,0,0.0,7,6,85.7,0,0,0.0,8,7,1,4,4,0,0,2,0,0,2023,수원FC(A),2,right,CB2,정발
2023,광주,24R,수원FC(A),3,안영규,DF,6,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,41,89,0,23,18,78,3,3,100.0,20,20,100.0,3,3,100.0,11,8,72.7,32,30,93.8,6,3,50.0,20,20,100.0,20,18,90.0,0,0,0.0,0,2,1,50.0,7,3,42.9,2,0,0.0,7,4,2,3,0,1,0,0,0,0,2023,수원FC(A),3,right,CB1,정발x
2023,광주,24R,수원FC(A),4,이민기,DF,3,97,0,0,1,1,0,0,1,0,0,0,0,10,1,1,100,59,53,90,1,28,23,82,17,17,100.0,14,13,92.9,17,16,94.1,8,5,62.5,34,32,94.1,4,4,100.0,24,22,91.7,31,27,87.1,2,0,0.0,0,2,0,0.0,4,1,25.0,3,1,33.3,6,3,1,3,1,0,1,0,0,0,2023,수원FC(A),4,right,LB,정발x
2023,광주,24R,수원FC(A),5,두현석,DF,13,90,1,0,2,2,0,0,1,1,0,2,0,9,1,0,0,62,56,90,1,22,18,82,15,14,93.3,25,24,96.0,24,21,87.5,9,7,77.8,29,28,96.6,6,4,66.7,16,14,87.5,40,38,95.0,3,0,0.0,0,1,0,0.0,1,1,100.0,6,0,0.0,2,0,0,5,3,0,1,0,0,0,2023,수원FC(A),5,right,RB,정발x
2023,광주,25R,대전(H),2,이민기,DF,3,96,0,1,1,0,0,1,0,1,0,3,0,13,0,0,0,51,42,82,2,31,23,74,10,10,100.0,10,9,90.0,9,9,100.0,13,12,92.3,29,21,72.4,5,3,60.0,26,20,76.9,20,19,95.0,3,2,66.7,1,3,3,100.0,2,1,50.0,3,2,66.7,4,3,5,2,0,3,1,1,0,0,2023,대전(H),2,right,LB,정발x
2023,광주,25R,대전(H),3,안영규,DF,6,96,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,36,32,89,0,22,18,82,6,6,100.0,8,8,100.0,0,0,0.0,16,15,93.8,20,17,85.0,7,5,71.4,13,11,84.6,16,16,100.0,0,0,0.0,0,2,2,100.0,8,3,37.5,3,1,33.3,7,1,5,4,2,1,0,1,0,0,2023,대전(H),3,right,CB1,정발x
2023,광주,25R,대전(H),4,두현석,DF,13,85,0,0,1,1,0,0,0,1,0,1,2,7,0,0,0,43,35,81,0,22,16,73,6,5,83.3,15,14,93.3,4,4,100.0,19,14,73.7,20,17,85.0,7,4,57.1,16,12,75.0,20,19,95.0,5,0,0.0,1,0,0,0.0,1,0,0.0,0,0,0.0,1,0,0,5,1,0,0,1,0,0,2023,대전(H),4,right,RB,정발x
2023,광주,25R,대전(H),5,티모,DF,5,96,0,0,1,1,0,0,1,0,0,3,0,0,0,0,0,35,33,94,0,19,17,90,2,2,100.0,14,14,100.0,0,0,0.0,22,22,100.0,13,11,84.6,9,9,100.0,16,14,87.5,10,10,100.0,0,0,0.0,0,0,0,0.0,5,3,60.0,0,0,0.0,14,6,1,1,1,0,1,0,0,0,2023,대전(H),5,right,CB2,정발
2023,광주,26R,포항(A),2,이민기,DF,3,97,0,0,2,0,1,1,1,1,0,0,0,6,2,1,50,44,41,93,0,12,12,100,20,19,95.0,12,10,83.3,15,14,93.3,5,5,100.0,24,22,91.7,2,2,100.0,13,12,92.3,29,27,93.1,4,0,0.0,0,2,2,100.0,3,3,100.0,2,2,100.0,3,8,1,6,2,1,0,1,0,0,2023,포항(A),2,right,LB,정발x
2023,광주,26R,포항(A),3,티모,DF,5,97,1,0,2,1,1,0,0,2,0,0,0,0,1,0,0,72,65,90,0,23,17,74,15,15,100.0,34,33,97.1,8,7,87.5,16,14,87.5,48,44,91.7,8,3,37.5,37,36,97.3,27,26,96.3,0,0,0.0,1,2,2,100.0,4,3,75.0,4,3,75.0,3,5,1,7,1,0,1,1,0,0,2023,포항(A),3,right,CB2,정발
2023,광주,26R,포항(A),4,안영규,DF,6,97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65,60,92,0,24,19,79,4,4,100.0,37,37,100.0,0,0,0.0,19,17,89.5,46,43,93.5,6,4,66.7,37,34,91.9,22,22,100.0,0,0,0.0,0,2,1,50.0,5,3,60.0,1,0,0.0,5,1,2,4,2,0,3,0,0,0,2023,포항(A),4,right,CB1,정발x
2023,광주,26R,포항(A),5,두현석,DF,13,90,0,0,0,0,0,0,0,0,0,4,2,8,0,0,0,35,29,83,2,16,11,69,7,7,100.0,12,11,91.7,14,12,85.7,5,3,60.0,16,14,87.5,3,1,33.3,14,12,85.7,18,16,88.9,5,1,20.0,0,0,0,0.0,0,0,0.0,1,0,0.0,1,0,2,3,0,1,0,0,0,0,2023,포항(A),5,right,RB,정발x
2023,광주,27R,인천(A),2,아론,DF,28,47,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,40,36,90,0,15,12,80,0,0,0.0,25,24,96.0,1,0,0.0,7,6,85.7,32,30,93.8,7,5,71.4,26,25,96.2,7,6,85.7,0,0,0.0,0,0,0,0.0,4,1,25.0,3,1,33.3,4,3,0,0,2,0,0,0,0,0,2023,인천(A),2,right,CB2,정발
2023,광주,27R,인천(A),3,이민기,DF,3,99,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,89,84,94,1,41,39,95,13,13,100.0,35,32,91.4,33,29,87.9,5,5,100.0,51,50,98.0,7,6,85.7,36,33,91.7,46,45,97.8,3,0,0.0,0,1,1,100.0,4,2,50.0,1,0,0.0,2,3,1,6,4,1,0,2,0,0,2023,인천(A),3,right,LB,정발x
2023,광주,27R,인천(A),4,두현석,DF,13,99,0,0,0,0,0,0,0,0,0,3,1,10,0,0,0,82,73,89,2,36,30,83,24,24,100.0,22,19,86.4,24,22,91.7,3,3,100.0,55,48,87.3,5,4,80.0,32,29,90.6,45,40,88.9,11,3,27.3,0,0,0,0.0,0,0,0.0,1,0,0.0,0,3,0,2,1,1,0,2,0,0,2023,인천(A),4,right,RB,정발x
2023,광주,27R,인천(A),5,안영규,DF,6,99,0,0,1,0,0,1,1,0,0,3,0,1,0,0,0,95,89,94,0,48,44,92,5,5,100.0,42,40,95.2,10,8,80.0,20,19,95.0,65,62,95.4,7,5,71.4,58,55,94.8,30,29,96.7,0,0,0.0,0,2,1,50.0,5,2,40.0,3,1,33.3,4,5,2,8,2,0,0,0,0,0,2023,인천(A),5,right,CB1,정발x
2023,광주,28R,수원(H),2,안영규,DF,6,101,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,57,54,95,1,26,23,89,4,4,100.0,27,27,100.0,0,0,0.0,9,9,100.0,48,45,93.8,10,8,80.0,21,20,95.2,26,26,100.0,0,0,0.0,0,1,1,100.0,7,6,85.7,1,1,100.0,7,6,3,1,2,0,1,1,0,0,2023,수원(H),2,right,CB2,정발
2023,광주,28R,수원(H),3,이순민,DF,44,101,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69,66,96,0,28,26,93,5,5,100.0,36,35,97.2,2,2,100.0,25,24,96.0,42,40,95.2,4,2,50.0,42,42,100.0,23,22,95.6,0,0,0.0,0,2,0,0.0,6,3,50.0,4,1,25.0,8,4,2,3,3,0,1,1,0,0,2023,수원(H),3,,CB1,정발x
2023,광주,28R,수원(H),4,이상기,DF,22,67,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,23,20,87,0,8,5,63,5,5,100.0,10,10,100.0,3,3,100.0,6,5,83.3,14,12,85.7,2,2,100.0,8,7,87.5,13,11,84.6,0,0,0.0,0,0,0,0.0,4,2,50.0,2,0,0.0,3,4,1,2,2,0,1,0,0,0,2023,수원(H),4,right,RB,정발
2023,광주,28R,수원(H),5,이민기,DF,3,101,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,54,50,93,0,26,22,85,15,15,100.0,13,13,100.0,10,10,100.0,9,6,66.7,35,34,97.1,4,2,50.0,24,23,95.8,26,25,96.2,1,0,0.0,1,0,0,0.0,2,0,0.0,2,0,0.0,0,3,1,2,0,0,2,0,0,0,2023,수원(H),5,right,LB,정발x
2023,광주,29R,울산(A),2,안영규,DF,6,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,24,92,0,13,11,85,4,4,100.0,9,9,100.0,0,0,0.0,14,13,92.9,12,11,91.7,3,3,100.0,10,9,90.0,13,12,92.3,0,0,0.0,0,1,1,100.0,9,5,55.6,2,1,50.0,11,2,1,5,0,1,0,0,0,0,2023,울산(A),2,right,CB2,정발
2023,광주,29R,울산(A),3,두현석,DF,13,100,0,0,0,0,0,0,0,0,0,3,2,6,0,0,0,39,32,82,1,18,13,72,10,9,90.0,11,10,90.9,9,8,88.9,12,11,91.7,18,13,72.2,3,3,100.0,17,12,70.6,19,17,89.5,3,1,33.3,0,0,0,0.0,2,1,50.0,0,0,0.0,3,3,0,4,0,0,0,1,0,0,2023,울산(A),3,right,RB,정발x
2023,광주,29R,울산(A),4,이민기,DF,3,35,0,0,0,0,0,0,0,0,0,0,0,4,1,1,100,21,17,81,0,12,9,75,3,3,100.0,6,5,83.3,1,1,100.0,13,9,69.2,7,7,100.0,2,2,100.0,3,1,33.3,16,14,87.5,0,0,0.0,0,0,0,0.0,3,2,66.7,2,2,100.0,2,1,0,0,1,0,1,2,0,0,2023,울산(A),4,right,LB,정발x
2023,광주,29R,울산(A),5,이순민,DF,44,100,0,0,1,0,0,1,0,1,0,3,0,1,0,0,0,31,29,94,0,20,18,90,6,6,100.0,5,5,100.0,1,1,100.0,15,15,100.0,15,13,86.7,2,1,50.0,13,12,92.3,16,16,100.0,0,0,0.0,0,0,0,0.0,5,4,80.0,1,1,100.0,9,3,3,2,4,0,2,1,0,0,2023,울산(A),5,,CB1,정발x
2023,광주,30R,서울(A),2,두현석,DF,13,100,0,0,0,0,0,0,0,0,0,5,2,7,0,0,0,43,35,81,0,21,13,62,9,9,100.0,13,13,100.0,3,2,66.7,14,10,71.4,26,23,88.5,4,2,50.0,17,13,76.5,22,20,90.9,3,1,33.3,0,1,1,100.0,2,0,0.0,5,4,80.0,3,1,1,3,2,0,1,2,0,0,2023,서울(A),2,right,LB,정발x
2023,광주,30R,서울(A),3,안영규,DF,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,39,95,0,23,21,91,4,4,100.0,14,14,100.0,0,0,0.0,21,19,90.5,20,20,100.0,3,1,33.3,24,24,100.0,14,14,100.0,0,0,0.0,0,1,0,0.0,3,2,66.7,1,0,0.0,9,3,0,1,2,0,0,0,0,0,2023,서울(A),3,right,CB1,정발x
2023,광주,30R,서울(A),4,아론,DF,28,100,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,42,37,88,0,21,16,76,3,3,100.0,18,18,100.0,0,0,0.0,18,16,88.9,24,21,87.5,6,2,33.3,21,21,100.0,15,14,93.3,0,0,0.0,0,0,0,0.0,4,2,50.0,4,2,50.0,3,3,1,1,1,0,3,0,0,0,2023,서울(A),4,right,CB2,정발
2023,광주,30R,서울(A),5,이상기,DF,22,100,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,30,28,93,0,12,11,92,5,4,80.0,13,13,100.0,1,1,100.0,16,15,93.8,13,12,92.3,2,2,100.0,15,14,93.3,13,12,92.3,0,0,0.0,0,3,2,66.7,3,1,33.3,3,1,33.3,8,1,3,1,2,1,2,0,0,0,2023,서울(A),5,right,RB,정발
2023,광주,31R,전북(H),2,안영규,DF,6,97,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,83,81,98,1,35,33,94,5,5,100.0,43,43,100.0,1,1,100.0,15,15,100.0,67,65,97.0,12,10,83.3,43,43,100.0,28,28,100.0,0,0,0.0,0,1,1,100.0,2,0,0.0,0,0,0.0,2,5,2,1,0,0,0,1,0,0,2023,전북(H),2,right,CB1,정발x
2023,광주,31R,전북(H),3,아론,DF,28,97,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,83,79,95,1,44,41,93,1,1,100.0,38,37,97.4,5,4,80.0,13,12,92.3,65,63,96.9,6,5,83.3,42,42,100.0,35,32,91.4,1,0,0.0,0,1,0,0.0,3,3,100.0,2,0,0.0,6,5,0,5,1,0,1,0,0,0,2023,전북(H),3,right,CB2,정발
2023,광주,31R,전북(H),4,이상기,DF,22,81,0,0,1,1,0,0,0,1,0,0,0,6,0,0,0,46,44,96,0,12,10,83,14,14,100.0,20,20,100.0,6,5,83.3,10,10,100.0,30,29,96.7,2,2,100.0,23,23,100.0,21,19,90.5,2,0,0.0,0,0,0,0.0,1,0,0.0,3,1,33.3,6,4,0,2,0,0,1,0,0,0,2023,전북(H),4,right,RB,정발
2023,광주,31R,전북(H),5,두현석,DF,13,97,0,0,1,0,0,1,0,1,0,2,2,8,0,0,0,66,60,91,2,19,15,79,21,21,100.0,26,24,92.3,15,12,80.0,3,3,100.0,48,45,93.8,6,4,66.7,25,23,92.0,35,33,94.3,5,2,40.0,0,3,1,33.3,0,0,0.0,3,1,33.3,1,2,1,6,0,2,1,1,0,0,2023,전북(H),5,right,LB,정발x
2023,광주,32R,제주(A),2,아론,DF,28,98,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,78,71,91,0,25,21,84,3,3,100.0,50,47,94.0,0,0,0.0,19,19,100.0,59,52,88.1,6,3,50.0,40,38,95.0,32,30,93.8,0,0,0.0,0,4,1,25.0,1,1,100.0,3,0,0.0,5,3,5,2,5,0,1,0,0,0,2023,제주(A),2,right,CB2,정발
2023,광주,32R,제주(A),3,두현석,DF,13,98,0,0,1,1,0,0,0,1,0,3,1,8,1,0,0,56,51,91,3,22,19,86,15,15,100.0,19,17,89.5,10,9,90.0,8,7,87.5,38,35,92.1,4,4,100.0,20,19,95.0,32,28,87.5,3,1,33.3,1,1,0,0.0,3,0,0.0,3,1,33.3,1,2,1,4,1,0,1,0,0,0,2023,제주(A),3,right,LB,정발x
2023,광주,32R,제주(A),4,안영규,DF,6,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,78,98,0,34,32,94,7,7,100.0,39,39,100.0,0,0,0.0,23,21,91.3,57,57,100.0,6,5,83.3,52,51,98.1,22,22,100.0,0,0,0.0,0,1,1,100.0,5,3,60.0,2,2,100.0,5,4,3,4,3,0,3,2,0,0,2023,제주(A),4,right,CB1,정발x
2023,광주,32R,제주(A),5,이상기,DF,22,77,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,38,30,79,0,19,11,58,6,6,100.0,13,13,100.0,7,5,71.4,10,8,80.0,21,17,81.0,2,1,50.0,16,14,87.5,20,15,75.0,0,0,0.0,0,2,0,0.0,1,1,100.0,3,1,33.3,2,3,0,3,0,0,0,0,0,0,2023,제주(A),5,right,RB,정발
2023,광주,33R,강원(H),2,두현석,DF,13,100,0,1,1,0,1,0,0,1,0,0,4,12,1,0,0,58,51,88,2,22,16,73,15,15,100.0,21,20,95.2,12,10,83.3,10,8,80.0,36,33,91.7,4,1,25.0,15,14,93.3,39,36,92.3,6,1,16.7,1,1,1,100.0,1,1,100.0,6,1,16.7,2,2,2,4,4,1,2,0,0,0,2023,강원(H),2,right,LB,정발x
2023,광주,33R,강원(H),3,아론,DF,28,100,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,68,64,94,0,29,27,93,6,5,83.3,33,32,97.0,1,1,100.0,21,20,95.2,46,43,93.5,7,5,71.4,37,37,100.0,24,22,91.7,0,0,0.0,0,2,1,50.0,9,5,55.6,2,0,0.0,7,4,3,1,0,0,1,2,1,0,2023,강원(H),3,right,CB2,정발
2023,광주,33R,강원(H),4,안영규,DF,6,85,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,67,63,94,0,22,18,82,6,6,100.0,39,39,100.0,1,1,100.0,18,16,88.9,48,46,95.8,10,7,70.0,33,33,100.0,24,23,95.8,0,0,0.0,0,2,1,50.0,8,5,62.5,0,0,0.0,8,4,6,3,1,0,2,2,1,0,2023,강원(H),4,right,CB1,정발x
2023,광주,33R,강원(H),5,이상기,DF,22,100,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,55,45,82,0,25,17,68,21,21,100.0,9,7,77.8,7,6,85.7,18,16,88.9,30,23,76.7,4,0,0.0,25,22,88.0,26,23,88.5,0,0,0.0,0,1,0,0.0,3,2,66.7,4,1,25.0,3,3,1,4,3,1,0,0,0,0,2023,강원(H),5,right,RB,정발
