시즌(년도)_x,소속,라운드,상대팀_x,No._x,선수명,포지션,등번호,출전시간(분),득점,도움,슈팅,유효슈팅,블락된슈팅,벗어난슈팅,PA내슈팅,PA외슈팅,오프사이드,프리킥,코너킥,스로인,드리블시도,드리블성공,드리블성공%,패스시도,패스성공,패스성공%,키패스,전방패스시도,전방패스성공,전방패스성공%,후방패스시도,후방패스성공,후방패스성공%,횡패스시도,횡패스성공,횡패스성공%,공격진영패스시도,공격진영패스성공,공격진영패스성공%,수비진영패스시도,수비진영패스성공,수비진영패스성공%,중앙진영패스시도,중앙진영패스성공,중앙진영패스성공%,롱패스시도,롱패스성공,롱패스성공%,중거리패스시도,중거리패스성공,중거리패스성공%,단거리패스시도,단거리패스성공,단거리패스성공%,크로스시도,크로스성공,크로스성공%,탈압박,지상경합시도,지상경합성공,지상경합성공%,공중경합시도,공중경합성공,공중경합성공%,태클시도,태클성공,태클성공%,클리어링,인터셉트,차단,획득,블락,볼미스,파울,피파울,경고,퇴장,시즌(년도)_y,상대팀_y,No._y,주발,포지션 상세,정발여부
2023,울산,1R,전북(H),2,설영우,DF,66,99,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,34,28,82,0,14,8,57,11,11,100.0,9,9,100.0,8,7,87.5,7,5,71.4,19,16,84.2,3,3,100.0,10,7,70.0,21,18,85.7,0,0,0.0,0,0,0,0.0,4,2,50.0,1,0,0.0,8,2,4,5,3,1,0,2,0,0,2023,전북(H),2,right,LB,정발x
2023,울산,1R,전북(H),3,김영권,DF,19,99,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,52,38,73,1,29,16,55,8,8,100.0,15,14,93.3,2,1,50.0,22,18,81.8,28,19,67.9,17,8,47.1,23,19,82.6,12,11,91.7,0,0,0.0,0,2,0,0.0,5,3,60.0,2,0,0.0,12,6,3,2,3,0,1,1,0,0,2023,전북(H),3,left,CB1,정발
2023,울산,1R,전북(H),4,김태환,DF,23,99,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,33,23,70,2,19,9,47,5,5,100.0,9,9,100.0,11,7,63.6,10,8,80.0,12,8,66.7,2,0,0.0,10,5,50.0,21,18,85.7,7,1,14.3,0,2,1,50.0,3,1,33.3,3,1,33.3,6,3,3,10,1,0,1,2,1,0,2023,전북(H),4,right,RB,정발
2023,울산,1R,전북(H),5,정승현,DF,15,99,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,29,22,76,0,14,7,50,3,3,100.0,12,12,100.0,1,1,100.0,15,12,80.0,13,9,69.2,9,4,44.4,10,10,100.0,10,8,80.0,0,0,0.0,0,0,0,0.0,5,4,80.0,1,1,100.0,12,1,1,4,2,0,1,1,0,0,2023,전북(H),5,right,CB2,정발
2023,울산,2R,강원(A),2,정승현,DF,15,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,49,88,0,27,21,78,5,5,100.0,24,23,95.8,1,0,0.0,19,16,84.2,36,33,91.7,10,6,60.0,31,29,93.6,15,14,93.3,0,0,0.0,1,1,0,0.0,7,6,85.7,2,2,100.0,20,4,1,1,4,0,1,0,1,0,2023,강원(A),2,right,CB2,정발
2023,울산,2R,강원(A),2,정승현,DF,15,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,49,88,0,27,21,78,5,5,100.0,24,23,95.8,1,0,0.0,19,16,84.2,36,33,91.7,10,6,60.0,31,29,93.6,15,14,93.3,0,0,0.0,1,1,0,0.0,7,6,85.7,2,2,100.0,20,4,1,1,4,0,1,0,1,0,2023,강원(A),2,right,CB2,정발
2023,울산,2R,강원(A),3,김영권,DF,19,97,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,53,52,98,0,27,26,96,6,6,100.0,20,20,100.0,1,1,100.0,13,13,100.0,39,38,97.4,6,5,83.3,25,25,100.0,22,22,100.0,1,0,0.0,0,1,1,100.0,4,3,75.0,1,0,0.0,16,8,3,1,2,0,0,0,0,0,2023,강원(A),3,left,CB1,정발
2023,울산,2R,강원(A),3,김영권,DF,19,97,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,53,52,98,0,27,26,96,6,6,100.0,20,20,100.0,1,1,100.0,13,13,100.0,39,38,97.4,6,5,83.3,25,25,100.0,22,22,100.0,1,0,0.0,0,1,1,100.0,4,3,75.0,1,0,0.0,16,8,3,1,2,0,0,0,0,0,2023,강원(A),3,left,CB1,정발
2023,울산,2R,강원(A),4,설영우,DF,66,97,0,0,2,0,0,2,1,1,0,0,0,13,2,2,100,57,53,93,0,19,16,84,19,19,100.0,19,18,94.7,9,8,88.9,11,9,81.8,37,36,97.3,1,0,0.0,18,17,94.4,38,36,94.7,1,0,0.0,0,0,0,0.0,1,0,0.0,0,0,0.0,4,5,1,5,0,0,0,2,1,0,2023,강원(A),4,right,LB,정발x
2023,울산,2R,강원(A),4,설영우,DF,66,97,0,0,2,0,0,2,1,1,0,0,0,13,2,2,100,57,53,93,0,19,16,84,19,19,100.0,19,18,94.7,9,8,88.9,11,9,81.8,37,36,97.3,1,0,0.0,18,17,94.4,38,36,94.7,1,0,0.0,0,0,0,0.0,1,0,0.0,0,0,0.0,4,5,1,5,0,0,0,2,1,0,2023,강원(A),4,right,LB,정발x
2023,울산,2R,강원(A),5,김태환,DF,23,97,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,57,52,91,0,20,15,75,16,16,100.0,21,21,100.0,16,13,81.2,8,7,87.5,33,32,97.0,7,4,57.1,13,11,84.6,37,37,100.0,2,0,0.0,0,0,0,0.0,4,2,50.0,1,0,0.0,5,2,1,4,2,1,1,0,0,0,2023,강원(A),5,right,RB,정발
2023,울산,2R,강원(A),5,김태환,DF,23,97,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,57,52,91,0,20,15,75,16,16,100.0,21,21,100.0,16,13,81.2,8,7,87.5,33,32,97.0,7,4,57.1,13,11,84.6,37,37,100.0,2,0,0.0,0,0,0,0.0,4,2,50.0,1,0,0.0,5,2,1,4,2,1,1,0,0,0,2023,강원(A),5,right,RB,정발
2023,울산,3R,서울(A),2,김태환,DF,23,98,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,43,37,86,0,17,11,65,15,15,100.0,11,11,100.0,16,15,93.8,6,5,83.3,21,17,81.0,4,3,75.0,17,13,76.5,22,21,95.4,1,0,0.0,0,0,0,0.0,2,2,100.0,2,1,50.0,3,3,0,1,2,0,1,0,0,0,2023,서울(A),2,right,RB,정발
2023,울산,3R,서울(A),3,김영권,DF,19,98,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,101,94,93,0,56,49,88,10,10,100.0,35,35,100.0,0,0,0.0,50,48,96.0,51,46,90.2,13,9,69.2,51,49,96.1,37,36,97.3,0,0,0.0,0,1,0,0.0,4,3,75.0,3,1,33.3,5,7,1,3,3,0,1,0,0,0,2023,서울(A),3,left,CB1,정발
2023,울산,3R,서울(A),4,정승현,DF,15,98,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,77,70,91,0,29,22,76,10,10,100.0,38,38,100.0,1,1,100.0,36,33,91.7,40,36,90.0,8,3,37.5,38,37,97.4,31,30,96.8,0,0,0.0,0,1,0,0.0,6,5,83.3,2,1,50.0,13,6,0,3,3,0,2,0,0,0,2023,서울(A),4,right,CB2,정발
2023,울산,3R,서울(A),5,설영우,DF,66,98,0,0,1,0,1,0,0,1,0,1,0,14,2,1,50,73,63,86,0,19,12,63,31,30,96.8,23,21,91.3,11,9,81.8,11,11,100.0,51,43,84.3,1,0,0.0,29,24,82.8,43,39,90.7,0,0,0.0,0,2,2,100.0,2,0,0.0,3,2,66.7,1,5,1,5,5,1,2,3,0,0,2023,서울(A),5,right,LB,정발x
2023,울산,4R,수원FC(H),2,정승현,DF,15,97,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,60,54,90,0,30,24,80,5,5,100.0,25,25,100.0,0,0,0.0,20,16,80.0,40,38,95.0,8,4,50.0,35,35,100.0,17,15,88.2,0,0,0.0,0,0,0,0.0,6,3,50.0,2,0,0.0,10,5,2,1,2,0,0,0,0,0,2023,수원FC(H),2,right,CB2,정발
2023,울산,4R,수원FC(H),3,설영우,DF,66,97,1,0,2,1,0,1,1,1,1,0,0,5,1,0,0,64,63,98,1,14,13,93,31,31,100.0,19,19,100.0,30,29,96.7,11,11,100.0,23,23,100.0,0,0,0.0,18,18,100.0,46,45,97.8,2,1,50.0,0,0,0,0.0,3,1,33.3,0,0,0.0,5,2,1,10,0,0,0,1,0,0,2023,수원FC(H),3,right,LB,정발x
2023,울산,4R,수원FC(H),4,김태환,DF,23,97,0,0,0,0,0,0,0,0,0,0,0,15,1,1,100,88,77,88,1,31,21,68,21,21,100.0,36,35,97.2,30,27,90.0,13,10,76.9,45,40,88.9,4,3,75.0,32,27,84.4,52,47,90.4,7,1,14.3,0,0,0,0.0,2,2,100.0,1,1,100.0,1,8,0,5,3,0,3,0,0,0,2023,수원FC(H),4,right,RB,정발
2023,울산,4R,수원FC(H),5,김영권,DF,19,97,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,83,78,94,0,43,40,93,7,7,100.0,33,31,93.9,3,2,66.7,26,25,96.2,54,51,94.4,8,6,75.0,36,36,100.0,39,36,92.3,0,0,0.0,0,2,2,100.0,3,2,66.7,2,1,50.0,5,6,2,1,1,0,0,1,0,0,2023,수원FC(H),5,left,CB1,정발
2023,울산,5R,제주(A),2,정승현,DF,15,99,1,0,1,1,0,0,1,0,0,4,0,0,0,0,0,58,53,91,0,23,18,78,3,3,100.0,32,32,100.0,0,0,0.0,29,25,86.2,29,28,96.6,7,2,28.6,28,28,100.0,23,23,100.0,0,0,0.0,0,1,1,100.0,5,2,40.0,2,0,0.0,10,1,2,2,1,0,0,0,0,0,2023,제주(A),2,right,CB2,정발
2023,울산,5R,제주(A),3,이명재,DF,13,99,0,0,0,0,0,0,0,0,0,1,3,13,1,0,0,49,46,94,1,16,14,88,22,22,100.0,11,10,90.9,7,6,85.7,11,11,100.0,31,29,93.6,4,4,100.0,18,18,100.0,27,24,88.9,5,2,40.0,0,1,1,100.0,1,1,100.0,0,0,0.0,8,1,4,3,3,1,0,0,0,0,2023,제주(A),3,left,LB,정발
2023,울산,5R,제주(A),4,설영우,DF,66,99,0,0,1,1,0,0,1,0,0,2,0,8,1,1,100,90,84,93,1,27,22,82,34,34,100.0,29,28,96.6,23,21,91.3,16,15,93.8,51,48,94.1,7,7,100.0,28,26,92.9,55,51,92.7,0,0,0.0,0,3,1,33.3,1,1,100.0,4,1,25.0,4,6,1,5,3,1,1,3,0,0,2023,제주(A),4,right,RB,정발
2023,울산,5R,제주(A),5,김영권,DF,19,99,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,79,71,90,0,43,36,84,7,7,100.0,29,28,96.6,1,1,100.0,41,38,92.7,37,32,86.5,14,9,64.3,29,28,96.6,36,34,94.4,0,0,0.0,0,2,0,0.0,2,1,50.0,1,0,0.0,4,6,2,7,1,0,1,0,1,0,2023,제주(A),5,left,CB1,정발
2023,울산,6R,수원(H),2,설영우,DF,66,98,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0,49,47,96,1,16,15,94,21,21,100.0,12,11,91.7,10,9,90.0,11,10,90.9,28,28,100.0,5,4,80.0,20,20,100.0,24,23,95.8,4,3,75.0,0,0,0,0.0,0,0,0.0,4,2,50.0,10,3,1,2,3,0,1,2,0,0,2023,수원(H),2,right,RB,정발
2023,울산,6R,수원(H),3,김영권,DF,19,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,61,53,87,0,36,29,81,4,4,100.0,21,20,95.2,0,0,0.0,31,28,90.3,30,25,83.3,12,8,66.7,26,23,88.5,23,22,95.6,0,0,0.0,0,1,0,0.0,6,5,83.3,1,0,0.0,11,1,2,4,4,1,0,0,0,0,2023,수원(H),3,left,CB1,정발
2023,울산,6R,수원(H),4,이명재,DF,13,79,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,38,29,76,1,10,5,50,14,13,92.9,14,11,78.6,7,6,85.7,13,8,61.5,18,15,83.3,2,2,100.0,9,5,55.6,27,22,81.5,6,1,16.7,0,1,1,100.0,2,2,100.0,4,2,50.0,6,1,2,4,3,1,1,0,0,0,2023,수원(H),4,left,LB,정발
2023,울산,6R,수원(H),5,정승현,DF,15,79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45,40,89,0,19,14,74,4,4,100.0,22,22,100.0,0,0,0.0,25,21,84.0,20,19,95.0,5,1,20.0,27,26,96.3,13,13,100.0,0,0,0.0,1,0,0,0.0,4,3,75.0,0,0,0.0,5,1,1,3,1,0,1,0,1,0,2023,수원(H),5,right,CB2,정발
2023,울산,7R,대전(A),2,김태환,DF,23,47,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,27,23,85,0,11,9,82,7,6,85.7,9,8,88.9,7,6,85.7,6,4,66.7,14,13,92.9,2,1,50.0,7,7,100.0,18,15,83.3,3,1,33.3,0,3,3,100.0,0,0,0.0,0,0,0.0,4,3,4,5,1,1,1,0,0,0,2023,대전(A),2,right,RB,정발
2023,울산,7R,대전(A),3,설영우,DF,66,98,0,0,2,0,0,2,1,1,0,0,0,4,1,1,100,79,68,86,0,26,17,65,29,29,100.0,24,22,91.7,28,25,89.3,11,10,90.9,40,33,82.5,4,3,75.0,24,21,87.5,51,44,86.3,1,0,0.0,1,1,1,100.0,0,0,0.0,3,0,0.0,4,8,3,6,3,0,0,0,0,0,2023,대전(A),3,right,LB,정발x
2023,울산,7R,대전(A),4,김기희,DF,44,98,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,59,49,83,0,29,19,66,3,3,100.0,27,27,100.0,1,0,0.0,25,20,80.0,33,29,87.9,12,8,66.7,22,19,86.4,25,22,88.0,0,0,0.0,0,2,0,0.0,12,7,58.3,4,0,0.0,13,8,2,5,2,0,1,0,1,0,2023,대전(A),4,right,CB2,정발
2023,울산,7R,대전(A),5,김영권,DF,19,98,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,49,37,76,0,33,21,64,5,5,100.0,11,11,100.0,0,0,0.0,21,17,81.0,28,20,71.4,12,6,50.0,26,20,76.9,11,11,100.0,1,0,0.0,0,0,0,0.0,6,5,83.3,2,0,0.0,10,5,1,5,3,0,3,3,1,0,2023,대전(A),5,left,CB1,정발
2023,울산,8R,포항(H),2,설영우,DF,66,99,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,71,64,90,0,29,23,79,16,16,100.0,26,25,96.2,29,27,93.1,14,11,78.6,28,26,92.9,0,0,0.0,21,18,85.7,50,46,92.0,4,0,0.0,1,1,0,0.0,0,0,0.0,1,0,0.0,3,5,2,7,1,0,0,3,0,0,2023,포항(H),2,right,RB,정발
2023,울산,8R,포항(H),3,김영권,DF,19,99,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,94,82,87,0,57,47,83,10,10,100.0,27,25,92.6,8,7,87.5,25,19,76.0,61,56,91.8,15,8,53.3,40,37,92.5,39,37,94.9,0,0,0.0,1,3,2,66.7,2,2,100.0,3,1,33.3,5,3,1,6,3,0,0,1,0,0,2023,포항(H),3,left,CB1,정발
2023,울산,8R,포항(H),4,이명재,DF,13,99,0,0,0,0,0,0,0,0,0,3,5,14,1,0,0,61,54,89,3,21,17,81,26,26,100.0,14,11,78.6,26,22,84.6,11,9,81.8,24,23,95.8,4,3,75.0,16,15,93.8,41,36,87.8,15,3,20.0,0,1,1,100.0,0,0,0.0,3,2,66.7,0,3,0,6,2,0,1,2,0,0,2023,포항(H),4,left,LB,정발
2023,울산,8R,포항(H),5,정승현,DF,15,51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,29,91,0,7,4,57,2,2,100.0,23,23,100.0,0,0,0.0,14,12,85.7,18,17,94.4,3,1,33.3,20,19,95.0,9,9,100.0,1,0,0.0,0,1,1,100.0,1,1,100.0,0,0,0.0,5,0,3,4,2,0,0,0,0,0,2023,포항(H),5,right,CB2,정발
2023,울산,9R,인천(A),2,김영권,DF,19,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,74,65,88,1,49,41,84,11,11,100.0,14,13,92.9,1,1,100.0,35,30,85.7,38,34,89.5,14,8,57.1,34,32,94.1,26,25,96.2,1,1,100.0,0,0,0,0.0,3,0,0.0,0,0,0.0,4,7,1,5,0,0,1,0,0,0,2023,인천(A),2,left,CB1,정발
2023,울산,9R,인천(A),3,이명재,DF,13,95,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,72,56,78,0,35,21,60,22,22,100.0,15,13,86.7,20,18,90.0,17,11,64.7,35,27,77.1,5,1,20.0,19,13,68.4,48,42,87.5,2,0,0.0,1,0,0,0.0,1,0,0.0,2,2,100.0,3,6,3,3,4,0,0,0,0,0,2023,인천(A),3,left,LB,정발
2023,울산,9R,인천(A),4,설영우,DF,66,95,0,0,0,0,0,0,0,0,0,0,0,13,2,1,50,73,62,85,0,33,22,67,15,15,100.0,25,25,100.0,13,12,92.3,19,16,84.2,41,34,82.9,5,3,60.0,14,11,78.6,54,48,88.9,2,0,0.0,0,0,0,0.0,2,1,50.0,1,1,100.0,4,5,4,3,4,0,1,2,0,0,2023,인천(A),4,right,RB,정발
2023,울산,9R,인천(A),5,김기희,DF,44,95,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,49,45,92,0,20,16,80,4,4,100.0,25,25,100.0,1,0,0.0,20,18,90.0,28,27,96.4,8,5,62.5,25,25,100.0,16,15,93.8,1,0,0.0,0,2,0,0.0,7,3,42.9,2,2,100.0,12,1,3,4,1,1,0,2,0,0,2023,인천(A),5,right,CB2,정발
2023,울산,10R,광주(H),2,설영우,DF,66,102,0,0,2,1,1,0,2,0,0,1,0,12,1,0,0,67,63,94,0,21,17,81,30,30,100.0,16,16,100.0,28,27,96.4,11,10,90.9,28,26,92.9,0,0,0.0,19,18,94.7,48,45,93.8,3,0,0.0,1,1,0,0.0,2,2,100.0,7,2,28.6,5,2,3,1,5,0,0,2,0,0,2023,광주(H),2,right,LB,정발x
2023,울산,10R,광주(H),3,김영권,DF,19,102,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,92,82,89,0,42,33,79,7,7,100.0,43,42,97.7,3,2,66.7,34,29,85.3,55,51,92.7,15,6,40.0,44,44,100.0,33,32,97.0,0,0,0.0,0,0,0,0.0,2,0,0.0,1,0,0.0,4,3,1,2,1,0,1,0,1,0,2023,광주(H),3,left,CB1,정발
2023,울산,10R,광주(H),4,이명재,DF,13,102,0,0,0,0,0,0,0,0,0,3,3,7,1,0,0,53,41,77,2,19,8,42,20,20,100.0,14,13,92.9,12,10,83.3,14,10,71.4,27,21,77.8,7,2,28.6,17,14,82.4,29,25,86.2,11,3,27.3,0,0,0,0.0,3,2,66.7,5,0,0.0,3,3,2,6,1,0,1,0,0,0,2023,광주(H),4,left,LB,정발
2023,울산,10R,광주(H),5,김기희,DF,44,65,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,47,45,96,0,16,14,88,1,1,100.0,30,30,100.0,0,0,0.0,25,24,96.0,22,21,95.4,7,5,71.4,29,29,100.0,11,11,100.0,0,0,0.0,0,0,0,0.0,1,1,100.0,3,0,0.0,0,2,4,1,1,0,0,0,0,0,2023,광주(H),5,right,CB2,정발
2023,울산,11R,대구(A),2,김기희,DF,44,97,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,102,94,92,0,43,36,84,2,2,100.0,57,56,98.2,1,1,100.0,30,26,86.7,71,67,94.4,9,5,55.6,53,50,94.3,40,39,97.5,0,0,0.0,0,5,1,20.0,3,1,33.3,1,0,0.0,4,11,2,5,1,0,1,0,0,0,2023,대구(A),2,right,CB2,정발
2023,울산,11R,대구(A),3,설영우,DF,66,97,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,116,107,92,0,35,28,80,40,40,100.0,41,39,95.1,17,15,88.2,22,17,77.3,77,75,97.4,8,6,75.0,26,23,88.5,82,78,95.1,0,0,0.0,1,4,2,50.0,2,2,100.0,1,0,0.0,6,5,4,7,3,0,1,0,1,0,2023,대구(A),3,right,RB,정발
2023,울산,11R,대구(A),4,이명재,DF,13,73,0,0,1,1,0,0,0,1,0,5,0,5,1,0,0,60,54,90,1,17,11,65,20,20,100.0,23,23,100.0,11,9,81.8,14,12,85.7,35,33,94.3,2,1,50.0,15,14,93.3,43,39,90.7,2,1,50.0,0,1,0,0.0,1,0,0.0,1,1,100.0,1,1,1,1,0,0,0,1,0,0,2023,대구(A),4,left,LB,정발
2023,울산,11R,대구(A),5,김영권,DF,19,97,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,123,115,93,0,67,60,90,7,7,100.0,49,48,98.0,3,3,100.0,24,23,95.8,96,89,92.7,10,6,60.0,66,63,95.4,47,46,97.9,0,0,0.0,0,0,0,0.0,4,2,50.0,2,0,0.0,6,3,2,3,3,1,0,0,0,0,2023,대구(A),5,left,CB1,정발
2023,울산,12R,강원(H),2,김태환,DF,23,96,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,70,66,94,0,16,13,81,31,31,100.0,23,22,95.6,33,30,90.9,7,7,100.0,30,29,96.7,3,2,66.7,21,19,90.5,46,45,97.8,8,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,2,3,4,5,3,0,0,0,0,0,2023,강원(H),2,right,RB,정발
2023,울산,12R,강원(H),3,김영권,DF,19,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,94,95,0,55,50,91,9,9,100.0,35,35,100.0,4,4,100.0,19,18,94.7,76,72,94.7,13,11,84.6,48,47,97.9,38,36,94.7,2,0,0.0,0,0,0,0.0,3,2,66.7,0,0,0.0,2,9,2,4,2,0,0,1,0,0,2023,강원(H),3,left,CB1,정발
2023,울산,12R,강원(H),4,이명재,DF,13,96,0,0,0,0,0,0,0,0,0,1,5,9,0,0,0,86,77,90,0,25,18,72,33,32,97.0,28,27,96.4,23,21,91.3,7,5,71.4,56,51,91.1,6,2,33.3,34,33,97.1,46,42,91.3,12,3,25.0,0,0,0,0.0,4,3,75.0,0,0,0.0,2,7,1,2,1,0,2,0,0,0,2023,강원(H),4,left,LB,정발
2023,울산,12R,강원(H),5,김기희,DF,44,96,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,85,78,92,1,35,28,80,8,8,100.0,42,42,100.0,6,6,100.0,18,17,94.4,61,55,90.2,12,7,58.3,42,40,95.2,31,31,100.0,1,0,0.0,0,0,0,0.0,11,10,90.9,1,0,0.0,11,7,1,4,0,0,0,2,0,0,2023,강원(H),5,right,CB2,정발
2023,울산,13R,서울(H),2,김기희,DF,44,96,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,42,35,83,0,24,17,71,4,4,100.0,14,14,100.0,1,1,100.0,25,21,84.0,16,13,81.2,8,4,50.0,19,16,84.2,15,15,100.0,0,0,0.0,0,1,1,100.0,6,2,33.3,3,1,33.3,9,10,0,1,3,0,0,0,0,0,2023,서울(H),2,right,CB2,정발
2023,울산,13R,서울(H),3,설영우,DF,66,96,0,0,2,1,0,1,0,2,0,0,0,11,0,0,0,57,48,84,1,22,14,64,22,22,100.0,13,12,92.3,10,10,100.0,19,14,73.7,28,24,85.7,6,4,66.7,22,15,68.2,29,29,100.0,1,0,0.0,0,4,3,75.0,0,0,0.0,3,1,33.3,3,7,2,1,2,2,0,2,0,0,2023,서울(H),3,right,RB,정발
2023,울산,13R,서울(H),4,이명재,DF,13,91,0,1,0,0,0,0,0,0,1,0,3,5,0,0,0,39,26,67,2,21,11,52,12,12,100.0,6,3,50.0,11,8,72.7,9,3,33.3,19,15,79.0,7,4,57.1,10,9,90.0,22,13,59.1,5,2,40.0,0,0,0,0.0,1,1,100.0,4,1,25.0,4,5,1,5,4,1,0,1,0,0,2023,서울(H),4,left,LB,정발
2023,울산,13R,서울(H),5,김영권,DF,19,96,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,34,29,85,0,22,18,82,1,1,100.0,11,10,90.9,0,0,0.0,16,15,93.8,18,14,77.8,5,3,60.0,17,15,88.2,12,11,91.7,1,0,0.0,0,0,0,0.0,4,3,75.0,1,0,0.0,8,3,2,5,1,1,0,1,0,0,2023,서울(H),5,left,CB1,정발
2023,울산,14R,수원(A),2,김영권,DF,19,98,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,75,68,91,0,47,41,87,4,4,100.0,24,23,95.8,7,7,100.0,9,9,100.0,59,52,88.1,13,10,76.9,24,22,91.7,38,36,94.7,0,0,0.0,0,2,2,100.0,2,1,50.0,1,1,100.0,3,6,4,2,4,0,0,0,0,0,2023,수원(A),2,left,CB1,정발
2023,울산,14R,수원(A),3,설영우,DF,66,98,0,1,1,0,0,1,0,1,0,0,0,8,0,0,0,97,93,96,2,29,27,93,36,36,100.0,32,30,93.8,34,33,97.1,12,10,83.3,51,50,98.0,3,2,66.7,22,22,100.0,72,69,95.8,3,1,33.3,0,1,1,100.0,2,1,50.0,1,1,100.0,5,6,4,4,1,0,1,3,0,0,2023,수원(A),3,right,RB,정발
2023,울산,14R,수원(A),4,이명재,DF,13,98,0,0,1,0,0,1,0,1,0,3,4,10,1,1,100,69,65,94,3,17,14,82,29,29,100.0,23,22,95.6,34,31,91.2,4,4,100.0,31,30,96.8,5,5,100.0,19,18,94.7,45,42,93.3,12,4,33.3,0,0,0,0.0,1,1,100.0,3,1,33.3,0,3,2,6,0,0,0,1,0,0,2023,수원(A),4,left,LB,정발
2023,울산,14R,수원(A),5,김기희,DF,44,98,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,56,51,91,0,23,21,91,2,2,100.0,31,28,90.3,1,0,0.0,16,15,93.8,39,36,92.3,11,8,72.7,30,29,96.7,15,14,93.3,0,0,0.0,0,2,2,100.0,17,11,64.7,0,0,0.0,16,0,5,3,2,1,2,0,0,0,2023,수원(A),5,right,CB2,정발
2023,울산,15R,대전(H),2,김기희,DF,44,101,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,80,75,94,0,32,28,88,7,7,100.0,41,40,97.6,4,2,50.0,34,33,97.1,42,40,95.2,10,10,100.0,40,36,90.0,30,29,96.7,1,0,0.0,1,1,0,0.0,7,4,57.1,1,1,100.0,11,4,4,7,1,0,0,1,0,0,2023,대전(H),2,right,CB2,정발
2023,울산,15R,대전(H),3,설영우,DF,66,101,0,0,0,0,0,0,0,0,0,1,0,10,1,0,0,98,87,89,1,32,23,72,34,34,100.0,32,30,93.8,41,39,95.1,16,15,93.8,41,33,80.5,4,3,75.0,27,25,92.6,67,59,88.1,4,1,25.0,1,0,0,0.0,5,2,40.0,0,0,0.0,6,3,1,11,4,1,1,0,1,0,2023,대전(H),3,right,RB,정발
2023,울산,15R,대전(H),4,이명재,DF,13,71,0,0,0,0,0,0,0,0,0,1,6,6,0,0,0,53,45,85,1,16,10,63,18,18,100.0,19,17,89.5,18,18,100.0,7,5,71.4,28,22,78.6,9,5,55.6,22,19,86.4,22,21,95.4,15,3,20.0,0,1,0,0.0,0,0,0.0,1,0,0.0,1,1,1,5,1,1,1,0,1,0,2023,대전(H),4,left,LB,정발
2023,울산,15R,대전(H),5,김영권,DF,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,84,0,15,11,73,4,4,100.0,6,6,100.0,0,0,0.0,13,12,92.3,12,9,75.0,6,2,33.3,11,11,100.0,8,8,100.0,0,0,0.0,0,0,0,0.0,1,0,0.0,0,0,0.0,1,1,1,2,0,0,0,0,0,0,2023,대전(H),5,left,CB1,정발
