시즌(년도)_x,소속,라운드,상대팀_x,No._x,선수명,포지션,등번호,출전시간(분),득점,도움,슈팅,유효슈팅,블락된슈팅,벗어난슈팅,PA내슈팅,PA외슈팅,오프사이드,프리킥,코너킥,스로인,드리블시도,드리블성공,드리블성공%,패스시도,패스성공,패스성공%,키패스,전방패스시도,전방패스성공,전방패스성공%,후방패스시도,후방패스성공,후방패스성공%,횡패스시도,횡패스성공,횡패스성공%,공격진영패스시도,공격진영패스성공,공격진영패스성공%,수비진영패스시도,수비진영패스성공,수비진영패스성공%,중앙진영패스시도,중앙진영패스성공,중앙진영패스성공%,롱패스시도,롱패스성공,롱패스성공%,중거리패스시도,중거리패스성공,중거리패스성공%,단거리패스시도,단거리패스성공,단거리패스성공%,크로스시도,크로스성공,크로스성공%,지상경합시도,지상경합성공,지상경합성공%,공중경합시도,공중경합성공,공중경합성공%,태클시도,태클성공,태클성공%,클리어링,인터셉트,차단,획득,블락,볼미스,파울,피파울,경고,퇴장,탈압박,시즌(년도)_y,상대팀_y,No._y,주발,포지션 상세,정발여부
2021,수원,3R,수원FC(A),3,장호익,DF,35,94,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,58,51,88,0,24,20,83,8,8,100.0,26,23,88.5,2,2,100.0,14,12,85.7,42,37,88.1,6,5,83.3,29,26,89.7,23,20,87.0,0,0,0.0,6,4,66.7,3,1,33.3,2,1,50.0,0,2,8,8,0,0,3,0,0,0,0,2021.0,수원FC(A),3.0,,,정발x
2021,수원,3R,수원FC(A),4,박대원,DF,33,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,59,86,0,33,24,73,15,14,93.3,21,21,100.0,1,1,100.0,17,12,70.6,51,46,90.2,6,2,33.3,36,32,88.9,27,25,92.6,0,0,0.0,2,2,100.0,1,0,0.0,1,1,100.0,4,0,3,11,1,1,2,0,0,0,0,2021.0,수원FC(A),4.0,right,,정발x
2021,수원,4R,강원(H),2,장호익,DF,35,94,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,57,51,89,0,26,21,81,13,12,92.3,18,18,100.0,1,0,0.0,13,12,92.3,43,39,90.7,6,5,83.3,28,26,92.9,23,20,87.0,0,0,0.0,9,7,77.8,8,6,75.0,5,4,80.0,2,6,10,7,1,2,1,1,0,0,0,2021.0,강원(H),2.0,,,정발x
2021,수원,4R,강원(H),3,박대원,DF,33,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,55,82,0,32,20,63,16,16,100.0,19,19,100.0,0,0,0.0,18,11,61.1,49,44,89.8,8,5,62.5,32,28,87.5,27,22,81.5,0,0,0.0,0,0,0.0,2,2,100.0,1,0,0.0,1,2,3,9,0,0,0,0,0,0,0,2021.0,강원(H),3.0,right,,정발x
2021,수원,4R,강원(H),4,민상기,DF,39,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,35,97,0,11,10,91,1,1,100.0,24,24,100.0,0,0,0.0,10,10,100.0,26,25,96.2,7,6,85.7,20,20,100.0,9,9,100.0,0,0,0.0,1,1,100.0,2,0,0.0,1,1,100.0,0,1,0,6,0,0,0,0,0,0,0,2021.0,강원(H),4.0,left,,정발x
2021,수원,5R,포항(A),2,최정원,DF,2,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,18,86,0,10,7,70,3,3,100.0,8,8,100.0,0,0,0.0,10,10,100.0,11,8,72.7,5,4,80.0,11,9,81.8,5,5,100.0,0,0,0.0,6,4,66.7,10,9,90.0,0,0,0.0,8,1,12,7,2,0,1,1,0,0,0,2021.0,포항(A),2.0,left,,정발x
2021,수원,5R,포항(A),3,박대원,DF,33,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,23,92,1,12,10,83,10,10,100.0,3,3,100.0,1,1,100.0,8,7,87.5,16,15,93.8,6,6,100.0,8,8,100.0,11,9,81.8,0,0,0.0,4,2,50.0,4,3,75.0,0,0,0.0,7,1,9,5,1,0,2,1,0,0,0,2021.0,포항(A),3.0,right,,정발x
2021,수원,5R,포항(A),4,장호익,DF,35,95,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,15,11,73,0,9,6,67,1,1,100.0,5,4,80.0,0,0,0.0,7,5,71.4,8,6,75.0,4,1,25.0,4,4,100.0,7,6,85.7,0,0,0.0,12,8,66.7,1,0,0.0,0,0,0.0,3,0,7,3,1,1,2,0,1,0,0,2021.0,포항(A),4.0,,,정발x
2021,수원,6R,서울(H),2,장호익,DF,35,98,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,44,40,91,1,26,22,85,3,3,100.0,15,15,100.0,2,2,100.0,17,16,94.1,25,22,88.0,10,8,80.0,16,15,93.8,18,17,94.4,1,1,100.0,8,4,50.0,7,4,57.1,1,1,100.0,1,1,8,17,1,0,1,3,0,0,0,2021.0,서울(H),2.0,,,정발x
2021,수원,6R,서울(H),3,박대원,DF,33,98,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,62,51,82,0,31,22,71,14,13,92.9,17,16,94.1,3,1,33.3,19,15,79.0,40,35,87.5,8,3,37.5,24,20,83.3,30,28,93.3,0,0,0.0,4,3,75.0,3,1,33.3,1,1,100.0,2,1,3,13,0,0,2,0,0,0,0,2021.0,서울(H),3.0,right,,정발x
2021,수원,6R,서울(H),4,최정원,DF,2,98,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,40,34,85,0,14,8,57,5,5,100.0,21,21,100.0,0,0,0.0,24,20,83.3,16,14,87.5,2,1,50.0,25,23,92.0,13,10,76.9,0,0,0.0,4,4,100.0,12,10,83.3,1,0,0.0,1,5,10,10,1,0,1,1,0,0,0,2021.0,서울(H),4.0,left,,정발x
2021,수원,7R,전북(H),2,최정원,DF,2,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68,59,87,0,25,19,76,4,4,100.0,39,36,92.3,4,1,25.0,17,14,82.4,47,44,93.6,15,10,66.7,36,35,97.2,17,14,82.4,1,0,0.0,6,4,66.7,10,7,70.0,1,1,100.0,1,7,6,8,0,0,1,1,0,0,0,2021.0,전북(H),2.0,left,,정발x
2021,수원,7R,전북(H),3,장호익,DF,35,95,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,75,68,91,0,38,35,92,5,5,100.0,32,28,87.5,5,2,40.0,13,12,92.3,57,54,94.7,9,8,88.9,29,28,96.6,37,32,86.5,3,0,0.0,12,5,41.7,8,7,87.5,2,2,100.0,3,4,10,12,0,0,3,1,1,0,0,2021.0,전북(H),3.0,,,정발x
2021,수원,7R,전북(H),4,박대원,DF,33,95,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,69,61,88,0,27,21,78,20,20,100.0,22,20,90.9,9,7,77.8,8,6,75.0,52,48,92.3,2,2,100.0,32,28,87.5,35,31,88.6,0,0,0.0,8,5,62.5,6,3,50.0,1,1,100.0,0,3,7,6,0,0,3,2,0,0,0,2021.0,전북(H),4.0,right,,정발x
2021,수원,8R,인천(A),2,장호익,DF,35,98,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,54,44,81,0,29,20,69,6,6,100.0,19,18,94.7,0,0,0.0,13,10,76.9,41,34,82.9,14,10,71.4,28,26,92.9,12,8,66.7,0,0,0.0,6,4,66.7,1,1,100.0,1,1,100.0,3,3,1,9,1,1,1,2,0,0,0,2021.0,인천(A),2.0,,,정발x
2021,수원,8R,인천(A),3,박대원,DF,33,98,0,0,1,0,0,1,1,0,0,3,0,0,0,0,0,61,50,82,0,31,20,65,17,17,100.0,13,13,100.0,0,0,0.0,16,13,81.2,45,37,82.2,6,1,16.7,31,29,93.6,24,20,83.3,0,0,0.0,4,4,100.0,6,4,66.7,0,0,0.0,3,3,6,13,0,0,1,2,0,0,0,2021.0,인천(A),3.0,right,,정발x
2021,수원,8R,인천(A),4,최정원,DF,2,98,0,0,2,0,0,2,2,0,0,1,0,0,0,0,0,53,47,89,0,18,14,78,1,1,100.0,34,32,94.1,1,0,0.0,21,17,81.0,31,30,96.8,11,8,72.7,32,31,96.9,10,8,80.0,0,0,0.0,1,1,100.0,12,9,75.0,0,0,0.0,7,1,6,10,0,2,1,0,0,0,0,2021.0,인천(A),4.0,left,,정발x
2021,수원,9R,제주(A),2,장호익,DF,35,96,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,37,24,65,0,29,17,59,4,4,100.0,4,3,75.0,0,0,0.0,17,13,76.5,20,11,55.0,8,2,25.0,14,10,71.4,15,12,80.0,0,0,0.0,12,9,75.0,4,3,75.0,3,2,66.7,4,4,10,8,0,0,1,0,0,0,0,2021.0,제주(A),2.0,,,정발x
2021,수원,9R,제주(A),3,최정원,DF,2,96,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,29,28,97,0,11,11,100,6,5,83.3,12,12,100.0,1,0,0.0,13,13,100.0,15,15,100.0,6,6,100.0,12,12,100.0,11,10,90.9,0,0,0.0,5,4,80.0,6,6,100.0,0,0,0.0,8,2,5,7,0,1,2,0,1,0,0,2021.0,제주(A),3.0,left,,정발x
2021,수원,9R,제주(A),4,박대원,DF,33,96,0,0,1,0,0,1,1,0,0,3,0,0,0,0,0,27,24,89,0,9,6,67,7,7,100.0,11,11,100.0,2,2,100.0,10,8,80.0,15,14,93.3,0,0,0.0,16,15,93.8,11,9,81.8,0,0,0.0,5,4,80.0,5,1,20.0,1,1,100.0,3,2,1,4,0,0,1,0,0,0,0,2021.0,제주(A),4.0,right,,정발x
2021,수원,10R,울산(H),2,민상기,DF,39,96,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,31,24,77,0,13,7,54,2,2,100.0,16,15,93.8,0,0,0.0,15,10,66.7,16,14,87.5,3,1,33.3,18,15,83.3,10,8,80.0,0,0,0.0,4,4,100.0,5,5,100.0,1,1,100.0,5,1,6,10,1,0,2,1,0,0,0,2021.0,울산(H),2.0,left,,정발x
2021,수원,10R,울산(H),3,장호익,DF,35,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,23,72,0,22,13,59,4,4,100.0,6,6,100.0,0,0,0.0,12,11,91.7,20,12,60.0,3,1,33.3,17,13,76.5,12,9,75.0,0,0,0.0,6,3,50.0,3,3,100.0,2,0,0.0,4,2,6,8,0,0,0,0,0,0,0,2021.0,울산(H),3.0,,,정발x
2021,수원,10R,울산(H),4,박대원,DF,33,96,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,38,33,87,0,22,18,82,7,7,100.0,9,8,88.9,0,0,0.0,14,12,85.7,24,21,87.5,6,5,83.3,12,12,100.0,20,16,80.0,0,0,0.0,5,3,60.0,5,3,60.0,0,0,0.0,0,2,8,10,0,0,2,0,1,0,0,2021.0,울산(H),4.0,right,,정발x
2021,수원,11R,대구(A),2,장호익,DF,35,99,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,71,63,89,0,39,32,82,3,3,100.0,29,28,96.6,3,2,66.7,21,18,85.7,47,43,91.5,9,6,66.7,18,17,94.4,44,40,90.9,1,0,0.0,2,2,100.0,3,1,33.3,1,1,100.0,3,2,4,12,2,1,0,2,0,0,0,2021.0,대구(A),2.0,,,정발x
2021,수원,11R,대구(A),3,박대원,DF,33,99,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,79,72,91,0,39,33,85,22,22,100.0,18,17,94.4,2,2,100.0,12,10,83.3,65,60,92.3,8,4,50.0,31,29,93.6,40,39,97.5,0,0,0.0,3,2,66.7,3,2,66.7,1,1,100.0,1,0,3,4,0,0,4,1,1,0,0,2021.0,대구(A),3.0,right,,정발x
2021,수원,11R,대구(A),4,민상기,DF,39,99,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,84,75,89,0,31,22,71,4,4,100.0,49,49,100.0,0,0,0.0,33,29,87.9,51,46,90.2,20,14,70.0,47,46,97.9,17,15,88.2,0,0,0.0,6,3,50.0,7,4,57.1,0,0,0.0,0,0,7,17,0,0,1,0,1,0,0,2021.0,대구(A),4.0,left,,정발x
2021,수원,12R,성남(A),2,박대원,DF,33,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,53,87,0,35,27,77,10,10,100.0,16,16,100.0,0,0,0.0,22,16,72.7,39,37,94.9,5,2,40.0,29,26,89.7,27,25,92.6,0,0,0.0,8,4,50.0,5,0,0.0,0,0,0.0,1,1,6,10,0,0,0,0,0,0,0,2021.0,성남(A),2.0,right,,정발x
2021,수원,12R,성남(A),3,장호익,DF,35,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,28,85,0,20,15,75,2,2,100.0,11,11,100.0,1,1,100.0,17,13,76.5,15,14,93.3,7,6,85.7,10,7,70.0,16,15,93.8,0,0,0.0,9,7,77.8,3,2,66.7,2,2,100.0,2,4,6,2,0,0,0,1,0,0,0,2021.0,성남(A),3.0,,,정발x
2021,수원,12R,성남(A),4,민상기,DF,39,96,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,63,52,83,0,23,12,52,5,5,100.0,35,35,100.0,0,0,0.0,36,29,80.6,27,23,85.2,15,10,66.7,33,31,93.9,15,11,73.3,0,0,0.0,5,4,80.0,14,6,42.9,3,3,100.0,1,2,9,13,2,0,0,1,0,0,0,2021.0,성남(A),4.0,left,,정발x
2021,수원,13R,포항(H),2,박대원,DF,33,75,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,62,56,90,0,29,25,86,16,16,100.0,17,15,88.2,7,5,71.4,7,4,57.1,48,47,97.9,4,2,50.0,26,25,96.2,32,29,90.6,0,0,0.0,10,5,50.0,2,1,50.0,0,0,0.0,1,0,5,6,0,0,0,0,0,0,0,2021.0,포항(H),2.0,right,,정발x
2021,수원,13R,포항(H),3,장호익,DF,35,102,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,52,49,94,0,22,19,86,9,9,100.0,21,21,100.0,0,0,0.0,12,11,91.7,40,38,95.0,7,6,85.7,24,24,100.0,21,19,90.5,0,0,0.0,8,5,62.5,1,0,0.0,0,0,0.0,2,3,4,13,1,1,0,5,0,0,0,2021.0,포항(H),3.0,,,정발x
2021,수원,13R,포항(H),4,민상기,DF,39,102,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,69,62,90,0,21,14,67,6,6,100.0,42,42,100.0,0,0,0.0,24,22,91.7,45,40,88.9,16,13,81.2,36,36,100.0,17,13,76.5,0,0,0.0,8,5,62.5,5,3,60.0,4,2,50.0,0,4,5,6,0,0,4,0,0,0,0,2021.0,포항(H),4.0,left,,정발x
2021,수원,14R,전북(A),2,장호익,DF,35,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,26,74,0,19,11,58,7,7,100.0,9,8,88.9,1,0,0.0,15,11,73.3,19,15,79.0,7,6,85.7,11,9,81.8,17,11,64.7,1,0,0.0,7,2,28.6,4,4,100.0,0,0,0.0,1,4,5,11,1,0,2,1,1,0,0,2021.0,전북(A),2.0,,,정발x
2021,수원,14R,전북(A),3,헨리,DF,4,71,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,16,70,0,13,7,54,5,5,100.0,5,4,80.0,2,1,50.0,8,6,75.0,13,9,69.2,2,1,50.0,11,8,72.7,10,7,70.0,0,0,0.0,5,4,80.0,8,8,100.0,1,1,100.0,8,3,8,7,0,0,1,0,0,0,0,2021.0,전북(A),3.0,right,,정발x
2021,수원,14R,전북(A),4,민상기,DF,39,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,96,1,6,5,83,3,3,100.0,15,15,100.0,2,2,100.0,14,13,92.9,8,8,100.0,4,3,75.0,12,12,100.0,8,8,100.0,0,0,0.0,6,4,66.7,11,6,54.6,4,2,50.0,6,1,14,7,1,1,0,0,0,0,0,2021.0,전북(A),4.0,left,,정발x
2021,수원,15R,제주(H),2,박대원,DF,33,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,45,92,0,28,24,86,6,6,100.0,15,15,100.0,0,0,0.0,22,20,90.9,27,25,92.6,7,5,71.4,22,20,90.9,20,20,100.0,0,0,0.0,3,3,100.0,3,2,66.7,0,0,0.0,4,1,6,8,1,0,0,0,0,0,0,2021.0,제주(H),2.0,right,,정발x
2021,수원,15R,제주(H),3,장호익,DF,35,50,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,26,18,69,0,15,7,47,3,3,100.0,8,8,100.0,0,0,0.0,12,7,58.3,14,11,78.6,7,4,57.1,9,7,77.8,10,7,70.0,0,0,0.0,2,1,50.0,6,4,66.7,1,0,0.0,1,2,4,6,0,0,3,2,1,0,0,2021.0,제주(H),3.0,,,정발x
2021,수원,15R,제주(H),4,민상기,DF,39,103,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,37,32,86,0,11,6,55,2,2,100.0,24,24,100.0,0,0,0.0,24,21,87.5,13,11,84.6,5,5,100.0,26,23,88.5,6,4,66.7,0,0,0.0,0,0,0.0,11,4,36.4,0,0,0.0,2,3,2,7,0,0,1,0,0,0,0,2021.0,제주(H),4.0,left,,정발x
2021,수원,16R,울산(A),2,박대원,DF,33,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,89,0,4,3,75,1,1,100.0,4,4,100.0,0,0,0.0,3,3,100.0,6,5,83.3,1,1,100.0,3,3,100.0,5,4,80.0,0,0,0.0,3,3,100.0,0,0,0.0,0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,2021.0,울산(A),2.0,right,,정발x
2021,수원,16R,울산(A),3,장호익,DF,35,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,14,67,0,12,6,50,3,3,100.0,6,5,83.3,1,0,0.0,10,6,60.0,10,8,80.0,5,3,60.0,10,7,70.0,6,4,66.7,1,0,0.0,8,6,75.0,4,3,75.0,0,0,0.0,1,3,6,4,2,0,2,2,0,0,0,2021.0,울산(A),3.0,,,정발x
2021,수원,16R,울산(A),4,민상기,DF,39,94,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,25,18,72,0,9,2,22,4,4,100.0,12,12,100.0,1,1,100.0,11,9,81.8,13,8,61.5,6,2,33.3,10,9,90.0,9,7,77.8,0,0,0.0,2,1,50.0,9,5,55.6,2,2,100.0,2,1,6,9,3,0,1,1,1,0,0,2021.0,울산(A),4.0,left,,정발x
2021,수원,17R,대구(H),2,장호익,DF,35,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46,42,91,0,27,24,89,0,0,0.0,19,18,94.7,3,1,33.3,15,13,86.7,28,28,100.0,7,5,71.4,12,10,83.3,27,27,100.0,2,0,0.0,11,5,45.5,4,2,50.0,2,2,100.0,1,3,11,1,3,1,1,2,1,0,0,2021.0,대구(H),2.0,,,정발x
2021,수원,17R,대구(H),3,헨리,DF,4,98,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,44,33,75,0,27,16,59,2,2,100.0,15,15,100.0,0,0,0.0,23,15,65.2,21,18,85.7,8,2,25.0,22,18,81.8,14,13,92.9,0,0,0.0,14,9,64.3,6,4,66.7,2,1,50.0,6,1,12,5,0,0,1,0,0,0,0,2021.0,대구(H),3.0,right,,정발x
2021,수원,17R,대구(H),4,민상기,DF,39,98,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,49,41,84,0,17,9,53,7,7,100.0,25,25,100.0,1,1,100.0,23,19,82.6,25,21,84.0,6,2,33.3,27,25,92.6,16,14,87.5,0,0,0.0,4,2,50.0,4,3,75.0,0,0,0.0,1,0,5,19,0,0,1,0,0,0,0,2021.0,대구(H),4.0,left,,정발x
2021,수원,18R,광주(A),2,민상기,DF,39,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,46,90,1,20,16,80,3,3,100.0,28,27,96.4,3,2,66.7,35,32,91.4,13,12,92.3,11,10,90.9,27,23,85.2,13,13,100.0,2,1,50.0,4,2,50.0,6,5,83.3,2,1,50.0,2,4,3,9,0,0,1,1,0,0,0,2021.0,광주(A),2.0,left,,정발x
2021,수원,18R,광주(A),3,헨리,DF,4,99,0,0,2,0,0,2,2,0,0,0,0,0,1,1,100,55,47,85,0,36,28,78,2,2,100.0,17,17,100.0,1,1,100.0,34,30,88.2,20,16,80.0,7,6,85.7,27,24,88.9,21,17,81.0,0,0,0.0,8,5,62.5,10,7,70.0,4,4,100.0,10,3,4,13,0,0,2,0,1,0,0,2021.0,광주(A),3.0,right,,정발x
2021,수원,18R,광주(A),4,구대영,DF,90,99,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,54,42,78,0,38,27,71,10,10,100.0,6,5,83.3,1,1,100.0,30,22,73.3,23,19,82.6,12,7,58.3,13,13,100.0,29,22,75.9,0,0,0.0,5,5,100.0,2,1,50.0,1,1,100.0,1,2,5,12,0,0,2,0,1,0,0,2021.0,광주(A),4.0,right,,정발x
2021,수원,19R,서울(A),2,민상기,DF,39,90,1,0,1,1,0,0,1,0,0,3,0,0,0,0,0,26,24,92,0,11,9,82,1,1,100.0,14,14,100.0,0,0,0.0,19,18,94.7,7,6,85.7,5,4,80.0,17,16,94.1,4,4,100.0,0,0,0.0,4,2,50.0,1,1,100.0,0,0,0.0,1,0,6,4,0,0,2,1,0,0,0,2021.0,서울(A),2.0,left,,정발x
2021,수원,19R,서울(A),3,장호익,DF,35,94,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,32,25,78,0,21,15,71,4,4,100.0,7,6,85.7,0,0,0.0,17,12,70.6,15,13,86.7,6,2,33.3,13,12,92.3,13,11,84.6,0,0,0.0,9,6,66.7,0,0,0.0,0,0,0.0,6,1,3,5,0,0,0,2,0,0,0,2021.0,서울(A),3.0,,,정발x
2021,수원,19R,서울(A),4,헨리,DF,4,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,24,77,0,15,10,67,0,0,0.0,16,14,87.5,0,0,0.0,19,17,89.5,12,7,58.3,10,5,50.0,14,13,92.9,7,6,85.7,0,0,0.0,2,0,0.0,3,2,66.7,3,2,66.7,8,0,2,11,1,0,0,0,0,0,0,2021.0,서울(A),4.0,right,,정발x
2021,수원,20R,수원FC(H),2,장호익,DF,35,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,36,95,0,15,13,87,3,3,100.0,20,20,100.0,0,0,0.0,14,13,92.9,24,23,95.8,7,6,85.7,14,14,100.0,17,16,94.1,0,0,0.0,6,2,33.3,12,8,66.7,4,2,50.0,3,1,12,9,2,0,3,1,1,0,0,2021.0,수원FC(H),2.0,,,정발x
2021,수원,20R,수원FC(H),3,민상기,DF,39,97,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,49,44,90,0,18,13,72,6,6,100.0,25,25,100.0,0,0,0.0,20,17,85.0,29,27,93.1,8,7,87.5,29,27,93.1,12,10,83.3,0,0,0.0,7,5,71.4,5,3,60.0,3,3,100.0,1,1,5,11,2,0,0,0,0,0,0,2021.0,수원FC(H),3.0,left,,정발x
2021,수원,20R,수원FC(H),4,박대원,DF,33,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,46,88,1,31,25,81,7,7,100.0,14,14,100.0,1,0,0.0,10,9,90.0,41,37,90.2,6,3,50.0,29,27,93.1,17,16,94.1,1,0,0.0,2,1,50.0,6,1,16.7,0,0,0.0,5,1,2,7,0,0,1,0,0,0,0,2021.0,수원FC(H),4.0,right,,정발x
2021,수원,21R,인천(H),2,민상기,DF,39,95,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,91,88,97,0,26,23,89,5,5,100.0,60,60,100.0,0,0,0.0,30,28,93.3,61,60,98.4,10,9,90.0,64,64,100.0,17,15,88.2,0,0,0.0,0,0,0.0,6,5,83.3,1,0,0.0,0,2,2,9,2,0,2,0,0,0,0,2021.0,인천(H),2.0,left,,정발x
2021,수원,21R,인천(H),3,장호익,DF,35,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,86,93,0,49,43,88,7,7,100.0,36,36,100.0,4,4,100.0,15,13,86.7,73,69,94.5,8,7,87.5,43,42,97.7,41,37,90.2,0,0,0.0,7,7,100.0,10,6,60.0,1,1,100.0,1,1,11,9,1,0,0,3,0,0,0,2021.0,인천(H),3.0,,,정발x
2021,수원,21R,인천(H),4,박대원,DF,33,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,87,96,1,45,41,91,12,12,100.0,34,34,100.0,3,2,66.7,13,11,84.6,75,74,98.7,5,4,80.0,42,40,95.2,44,43,97.7,0,0,0.0,1,1,100.0,6,4,66.7,0,0,0.0,0,1,5,4,0,0,2,0,0,0,0,2021.0,인천(H),4.0,right,,정발x
2021,수원,22R,강원(A),2,양상민,DF,3,94,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,56,43,77,0,36,23,64,1,1,100.0,19,19,100.0,0,0,0.0,21,16,76.2,35,27,77.1,9,4,44.4,33,27,81.8,14,12,85.7,0,0,0.0,3,3,100.0,14,9,64.3,2,1,50.0,1,6,5,16,1,1,0,0,0,0,0,2021.0,강원(A),2.0,left,,정발x
2021,수원,22R,강원(A),3,박대원,DF,33,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,44,90,0,26,21,81,11,11,100.0,12,12,100.0,2,2,100.0,10,7,70.0,37,35,94.6,7,5,71.4,21,20,95.2,21,19,90.5,0,0,0.0,2,2,100.0,5,2,40.0,1,0,0.0,5,2,4,6,1,0,1,0,1,0,0,2021.0,강원(A),3.0,right,,정발x
2021,수원,22R,강원(A),4,장호익,DF,35,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39,32,82,0,28,22,79,2,2,100.0,9,8,88.9,1,1,100.0,9,7,77.8,29,24,82.8,4,3,75.0,14,12,85.7,21,17,81.0,0,0,0.0,7,4,57.1,1,1,100.0,5,3,60.0,2,1,6,5,0,1,3,1,1,0,0,2021.0,강원(A),4.0,,,정발x
2021,수원,23R,제주(H),2,양상민,DF,3,53,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,53,46,87,0,26,20,77,6,6,100.0,21,20,95.2,1,1,100.0,9,9,100.0,43,36,83.7,4,3,75.0,32,29,90.6,17,14,82.4,0,0,0.0,5,3,60.0,3,3,100.0,1,1,100.0,1,4,0,6,0,0,0,0,0,0,0,2021.0,제주(H),2.0,left,,정발x
2021,수원,23R,제주(H),3,장호익,DF,35,96,0,0,1,0,0,1,0,1,0,2,0,1,0,0,0,85,77,91,0,39,32,82,9,9,100.0,37,36,97.3,4,2,50.0,24,20,83.3,57,55,96.5,12,9,75.0,29,29,100.0,44,39,88.6,1,0,0.0,5,2,40.0,3,2,66.7,1,1,100.0,3,3,0,10,2,0,0,4,0,0,0,2021.0,제주(H),3.0,,,정발x
2021,수원,23R,제주(H),4,민상기,DF,39,96,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,81,77,95,0,15,12,80,5,5,100.0,61,60,98.4,2,2,100.0,30,28,93.3,49,47,95.9,11,11,100.0,53,51,96.2,17,15,88.2,0,0,0.0,2,2,100.0,5,4,80.0,1,1,100.0,3,2,4,12,1,1,0,2,0,0,0,2021.0,제주(H),4.0,left,,정발x
2021,수원,24R,대구(A),2,민상기,DF,39,98,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,34,31,91,0,15,13,87,2,2,100.0,17,16,94.1,0,0,0.0,16,14,87.5,18,17,94.4,3,2,66.7,15,15,100.0,16,14,87.5,0,0,0.0,5,3,60.0,2,1,50.0,3,3,100.0,7,1,6,8,0,0,1,1,0,0,0,2021.0,대구(A),2.0,left,,정발x
2021,수원,24R,대구(A),3,헨리,DF,4,98,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,37,26,70,0,27,16,59,1,1,100.0,9,9,100.0,0,0,0.0,12,8,66.7,25,18,72.0,8,4,50.0,12,8,66.7,17,14,82.4,0,0,0.0,3,2,66.7,10,4,40.0,1,0,0.0,1,3,3,4,2,1,2,0,1,0,0,2021.0,대구(A),3.0,right,,정발x
